time,nodeId,x,y,neighbor_count,avg_neighbor_rssi_dbm
1.000,0,673.534,141.851,5,-44.529
1.000,1,776.729,851.261,12,-43.371
1.000,2,877.260,861.516,10,-39.974
1.000,3,796.666,601.702,1,-43.422
1.000,4,235.171,18.680,5,-34.152
1.000,5,417.143,56.917,2,-37.132
1.000,6,63.391,710.137,6,-35.377
1.000,7,245.233,9.540,3,-26.316
1.000,8,231.557,621.423,7,-38.216
1.000,9,694.251,956.582,7,-41.149
1.000,10,786.750,952.177,11,-41.235
1.000,11,189.153,853.210,4,-43.858
1.000,12,31.355,966.369,2,-46.967
1.000,13,486.331,760.176,8,-47.563
1.000,14,776.685,94.905,4,-44.353
1.000,15,116.443,706.594,10,-41.633
1.000,16,568.391,92.701,6,-44.989
1.000,17,449.364,265.593,3,-41.301
1.000,18,977.574,526.593,3,-42.925
1.000,19,697.080,311.141,7,-43.842
1.000,20,546.298,12.986,5,-45.669
1.000,21,37.157,723.601,6,-35.952
1.000,22,226.477,53.847,5,-38.166
1.000,23,606.522,180.199,5,-43.746
1.000,24,886.646,889.805,10,-36.173
1.000,25,608.251,14.579,4,-41.957
1.000,26,396.173,382.065,6,-41.901
1.000,27,532.605,583.260,5,-42.285
1.000,28,361.682,698.390,7,-47.835
1.000,29,191.252,612.749,8,-43.187
1.000,30,630.309,110.992,6,-43.416
1.000,31,144.178,861.506,5,-43.384
1.000,32,273.017,424.547,7,-41.833
1.000,33,363.517,496.723,8,-43.886
1.000,34,834.989,850.477,10,-40.408
1.000,35,499.803,836.724,4,-40.061
1.000,36,443.443,953.853,6,-45.596
1.000,37,759.723,398.375,6,-37.068
1.000,38,272.293,163.253,6,-45.072
1.000,39,655.436,746.096,1,-44.848
1.000,40,506.360,888.954,6,-43.086
1.000,41,536.171,484.340,2,-48.548
1.000,42,108.428,782.571,9,-41.702
1.000,43,297.153,552.112,9,-44.861
1.000,44,449.851,624.600,7,-43.609
1.000,45,904.848,572.332,4,-44.442
1.000,46,136.987,128.325,7,-43.558
1.000,47,897.361,465.979,5,-45.681
1.000,48,333.912,355.060,8,-44.776
1.000,49,894.567,887.470,9,-37.820
1.000,50,378.392,539.127,8,-40.923
1.000,51,601.327,291.466,4,-46.703
1.000,52,479.972,242.561,3,-41.958
1.000,53,953.688,347.850,3,-48.706
1.000,54,99.759,379.547,2,-46.953
1.000,55,205.157,287.148,6,-46.210
1.000,56,226.437,666.055,8,-44.948
1.000,57,431.106,76.824,3,-42.115
1.000,58,968.440,156.864,2,-48.393
1.000,59,337.424,777.918,7,-45.149
1.000,60,741.552,923.058,10,-42.124
1.000,61,701.859,934.641,7,-36.333
1.000,62,241.086,315.883,4,-45.325
1.000,63,235.464,578.049,7,-42.492
1.000,64,658.422,901.339,7,-45.216
1.000,65,765.302,936.305,11,-40.294
1.000,66,341.172,437.501,7,-38.590
1.000,67,293.133,591.149,9,-42.079
1.000,68,997.585,17.334,2,-50.481
1.000,69,344.071,918.284,5,-38.786
1.000,70,239.715,212.992,5,-42.906
1.000,71,877.630,46.634,4,-46.192
1.000,72,830.755,71.499,2,-35.726
1.000,73,953.308,651.998,2,-44.214
1.000,74,27.937,822.232,8,-46.351
1.000,75,785.438,879.646,12,-41.161
1.000,76,837.167,261.271,5,-46.547
1.000,77,127.465,175.001,5,-41.571
1.000,78,848.369,361.184,8,-44.018
1.000,79,405.459,868.231,8,-43.878
1.000,80,717.281,366.557,7,-38.465
1.000,81,43.462,481.051,2,-49.804
1.000,82,91.404,168.973,2,-40.286
1.000,83,759.043,292.017,7,-39.597
1.000,84,412.970,658.636,8,-43.383
1.000,85,114.557,563.198,6,-47.738
1.000,86,736.042,388.910,6,-39.260
1.000,87,200.693,17.131,4,-32.254
1.000,88,165.765,911.671,5,-43.553
1.000,89,364.184,901.089,6,-40.016
1.000,90,943.896,878.609,5,-44.425
1.000,91,507.143,987.023,2,-46.417
1.000,92,793.864,390.351,8,-41.387
1.000,93,589.001,629.422,4,-45.825
1.000,94,401.854,438.773,7,-43.542
1.000,95,474.400,672.815,6,-42.630
1.000,96,76.602,723.247,6,-34.137
1.000,97,101.024,707.944,9,-37.766
1.000,98,829.542,796.352,7,-44.577
1.000,99,292.997,864.721,7,-45.806
2.000,0,673.534,141.851,5,-43.827
2.000,1,776.729,851.261,12,-43.460
2.000,2,877.260,861.516,10,-38.818
2.000,3,796.666,601.702,1,-42.522
2.000,4,235.171,18.680,5,-36.140
2.000,5,417.143,56.917,2,-38.036
2.000,6,63.391,710.137,6,-33.999
2.000,7,245.233,9.540,3,-28.504
2.000,8,231.557,621.423,7,-38.183
2.000,9,694.251,956.582,7,-39.983
2.000,10,786.750,952.177,11,-42.591
2.000,11,189.153,853.210,4,-38.043
2.000,12,31.355,966.369,2,-44.984
2.000,13,486.331,760.176,8,-47.144
2.000,14,776.685,94.905,4,-44.393
2.000,15,116.443,706.594,10,-40.347
2.000,16,568.391,92.701,6,-43.359
2.000,17,449.364,265.593,3,-38.458
2.000,18,977.574,526.593,3,-49.661
2.000,19,697.080,311.141,7,-43.408
2.000,20,546.298,12.986,5,-44.233
