time,nodeId,x,y,neighbor_count,avg_neighbor_rssi_dbm
1.000,0,215.743,38.470,5,-41.972
1.000,1,211.267,399.340,6,-45.690
1.000,2,374.424,205.309,10,-41.819
1.000,3,420.486,324.852,8,-46.007
1.000,4,116.332,29.066,3,-41.548
1.000,5,39.699,443.717,0,-1000.000
1.000,6,340.628,399.958,8,-42.867
1.000,7,495.896,192.966,5,-46.152
1.000,8,318.185,44.520,6,-41.563
1.000,9,292.431,128.832,9,-42.576
1.000,10,44.108,105.846,3,-46.878
1.000,11,396.792,148.453,8,-41.231
1.000,12,129.182,245.673,5,-38.760
1.000,13,268.718,372.274,8,-43.487
1.000,14,264.681,228.018,11,-45.502
1.000,15,335.891,204.811,10,-43.939
1.000,16,99.718,189.400,5,-42.577
1.000,17,294.488,451.037,6,-44.342
1.000,18,307.136,339.584,10,-41.342
1.000,19,385.463,120.506,9,-41.769
1.000,20,385.966,435.618,8,-44.788
1.000,21,456.970,335.887,7,-43.795
1.000,22,495.654,430.791,3,-42.218
1.000,23,333.031,121.363,9,-40.234
1.000,24,48.494,199.437,5,-43.228
1.000,25,485.757,111.643,4,-45.199
1.000,26,254.375,82.095,8,-46.062
1.000,27,319.981,315.824,11,-44.625
1.000,28,162.641,223.448,5,-41.788
1.000,29,150.509,302.856,7,-45.558
2.000,0,223.146,51.711,5,-45.797
2.000,1,197.300,407.457,5,-46.177
2.000,2,365.966,211.594,12,-43.664
2.000,3,412.885,321.397,9,-45.427
2.000,4,119.206,37.312,3,-45.577
2.000,5,43.201,439.501,0,-1000.000
2.000,6,328.184,401.570,8,-44.180
2.000,7,476.795,195.695,7,-45.669
2.000,8,327.640,42.633,6,-43.642
2.000,9,289.687,133.879,10,-41.554
2.000,10,60.076,106.539,4,-45.093
2.000,11,386.738,160.954,9,-39.257
2.000,12,119.501,263.001,5,-39.422
2.000,13,261.518,354.719,8,-42.361
2.000,14,249.611,240.453,12,-43.354
2.000,15,329.336,204.105,11,-43.092
2.000,16,108.274,193.083,6,-39.516
2.000,17,290.447,431.804,6,-41.544
2.000,18,302.753,325.761,12,-42.830
2.000,19,375.389,121.575,9,-40.136
2.000,20,377.509,424.800,8,-46.064
2.000,21,452.042,327.241,8,-46.640
2.000,22,481.507,428.794,3,-42.430
2.000,23,333.879,135.895,10,-40.019
2.000,24,62.930,195.434,5,-42.281
2.000,25,469.779,117.489,5,-44.248
2.000,26,254.479,101.750,10,-43.462
2.000,27,321.878,299.439,10,-42.519
2.000,28,165.495,205.644,8,-46.128
2.000,29,156.226,300.157,8,-44.692
3.000,0,230.549,64.951,7,-44.826
3.000,1,183.333,415.574,5,-47.444
3.000,2,357.508,217.880,13,-41.646
3.000,3,405.285,317.943,10,-44.101
3.000,4,122.080,45.558,3,-43.114
3.000,5,46.704,435.285,1,-49.454
3.000,6,315.741,403.182,7,-41.960
3.000,7,457.695,198.423,8,-45.540
3.000,8,337.096,40.745,7,-45.609
3.000,9,286.943,138.927,11,-40.903
3.000,10,76.044,107.232,4,-43.559
3.000,11,376.684,173.454,11,-42.004
3.000,12,109.820,280.328,5,-42.826
3.000,13,254.317,337.165,8,-41.554
3.000,14,234.542,252.889,12,-44.999
3.000,15,322.782,203.399,11,-42.662
3.000,16,116.830,196.767,6,-41.389
3.000,17,286.405,412.571,6,-40.345
3.000,18,298.371,311.938,11,-43.233
3.000,19,365.314,122.644,10,-42.964
3.000,20,369.052,413.982,8,-45.537
3.000,21,447.114,318.596,7,-46.157
3.000,22,467.360,426.798,3,-48.432
3.000,23,334.728,150.427,12,-41.266
3.000,24,77.366,191.431,5,-37.470
3.000,25,453.801,123.336,6,-42.207
3.000,26,254.584,121.405,10,-45.203
3.000,27,323.775,283.053,13,-42.219
3.000,28,168.348,187.839,10,-44.436
3.000,29,161.943,297.458,8,-44.372
4.000,0,237.951,78.192,9,-46.885
4.000,1,169.366,423.691,6,-48.593
4.000,2,349.050,224.165,14,-42.129
4.000,3,397.685,314.489,11,-46.164
4.000,4,124.953,53.804,5,-47.931
4.000,5,50.206,431.069,2,-46.560
4.000,6,303.297,404.795,7,-43.259
4.000,7,438.594,201.152,9,-42.766
4.000,8,346.551,38.858,7,-46.382
4.000,9,284.199,143.974,11,-42.303
4.000,10,92.012,107.925,5,-46.157
4.000,11,366.629,185.955,13,-42.032
4.000,12,100.138,297.655,8,-48.371
4.000,13,247.117,319.610,11,-43.795
4.000,14,219.472,265.325,13,-45.214
4.000,15,316.228,202.693,15,-43.091
4.000,16,125.386,200.451,8,-41.324
4.000,17,282.363,393.338,8,-41.671
4.000,18,293.989,298.115,13,-45.534
4.000,19,355.239,123.713,11,-43.743
4.000,20,360.595,403.164,8,-44.452
4.000,21,442.186,309.951,8,-45.573
4.000,22,453.213,424.801,3,-45.426
4.000,23,335.577,164.958,12,-40.472
4.000,24,91.803,187.428,7,-44.331
4.000,25,437.824,129.182,7,-45.803
4.000,26,254.689,141.060,12,-43.924
4.000,27,325.672,266.668,16,-44.189
4.000,28,171.201,170.035,11,-43.214
4.000,29,167.660,294.758,8,-43.685
5.000,0,245.354,91.433,9,-44.208
5.000,1,155.400,431.808,5,-47.553
5.000,2,340.592,230.451,14,-41.200
5.000,3,390.085,311.035,12,-47.093
