time,nodeId,x,y,neighbor_count,avg_neighbor_rssi_dbm
1.000,0,276.630,134.205,7,-43.439
1.000,1,437.781,438.628,4,-35.142
1.000,2,331.184,148.080,6,-46.844
1.000,3,325.832,455.237,7,-45.366
1.000,4,0.470,61.996,3,-27.490
1.000,5,207.931,276.112,8,-42.590
1.000,6,312.877,61.659,6,-44.011
1.000,7,495.902,131.452,0,-1000.000
1.000,8,6.303,72.764,3,-29.858
1.000,9,340.447,445.916,7,-41.802
1.000,10,143.378,173.538,8,-41.000
1.000,11,65.994,108.787,8,-42.439
1.000,12,382.071,261.745,3,-43.687
1.000,13,193.378,452.595,6,-44.015
1.000,14,368.159,401.196,6,-44.279
1.000,15,186.004,319.519,7,-41.008
1.000,16,212.429,45.564,8,-43.482
1.000,17,66.758,246.693,5,-47.370
1.000,18,135.734,208.080,8,-40.782
1.000,19,358.361,294.957,4,-43.772
1.000,20,222.932,353.736,8,-42.821
1.000,21,69.892,16.662,6,-45.845
1.000,22,175.752,18.308,6,-41.102
1.000,23,206.413,178.596,8,-44.487
1.000,24,183.065,136.493,11,-43.792
1.000,25,31.673,394.977,0,-1000.000
1.000,26,188.762,13.481,6,-39.595
1.000,27,217.509,475.314,5,-43.380
1.000,28,462.357,434.973,4,-38.589
1.000,29,209.184,336.465,6,-37.864
2.000,0,272.768,138.900,9,-45.361
2.000,1,424.234,439.667,4,-40.149
2.000,2,336.583,142.595,6,-47.451
2.000,3,325.570,448.374,7,-42.168
2.000,4,11.759,69.697,3,-32.970
2.000,5,214.059,292.979,8,-40.367
2.000,6,302.910,76.984,7,-43.621
2.000,7,486.055,138.055,1,-49.376
2.000,8,26.197,73.059,4,-33.763
2.000,9,336.003,433.052,8,-41.588
2.000,10,148.877,176.348,9,-42.857
2.000,11,67.035,124.278,8,-44.320
2.000,12,379.266,249.910,3,-42.685
2.000,13,195.938,440.398,7,-44.787
2.000,14,356.124,387.864,8,-46.783
2.000,15,188.517,308.270,7,-39.503
2.000,16,221.187,38.597,7,-42.619
2.000,17,57.546,229.852,3,-39.680
2.000,18,147.736,218.002,9,-40.857
2.000,19,354.390,298.571,6,-45.110
2.000,20,229.645,354.940,9,-41.825
2.000,21,77.942,22.194,6,-43.054
2.000,22,168.404,33.776,9,-45.499
2.000,23,212.124,180.629,10,-43.469
2.000,24,187.100,144.907,10,-42.802
2.000,25,43.703,383.567,0,-1000.000
2.000,26,204.987,20.676,6,-43.106
2.000,27,224.492,467.372,5,-42.983
2.000,28,451.296,425.122,4,-41.636
2.000,29,223.732,328.248,9,-43.195
3.000,0,268.906,143.594,10,-43.965
3.000,1,410.687,440.705,4,-37.278
3.000,2,341.983,137.109,5,-45.113
3.000,3,325.309,441.511,9,-43.007
3.000,4,23.049,77.398,5,-41.904
3.000,5,220.186,309.845,9,-41.245
3.000,6,292.942,92.310,7,-45.520
3.000,7,476.208,144.659,2,-49.222
3.000,8,46.092,73.354,5,-40.180
3.000,9,331.560,420.187,9,-43.850
3.000,10,154.375,179.158,9,-42.769
3.000,11,68.076,139.768,8,-43.639
3.000,12,376.462,238.075,5,-44.959
3.000,13,198.499,428.202,7,-44.954
3.000,14,344.089,374.533,10,-42.293
3.000,15,191.031,297.021,8,-40.101
3.000,16,229.945,31.629,6,-37.604
3.000,17,48.334,213.011,5,-45.156
3.000,18,159.738,227.923,10,-44.299
3.000,19,350.418,302.185,8,-47.309
3.000,20,236.359,356.143,10,-41.684
3.000,21,85.992,27.726,6,-44.014
3.000,22,161.057,49.244,11,-44.756
3.000,23,217.836,182.663,10,-44.306
3.000,24,191.135,153.321,10,-43.085
3.000,25,55.733,372.157,0,-1000.000
3.000,26,221.213,27.871,6,-42.047
3.000,27,231.476,459.430,6,-39.932
3.000,28,440.235,415.270,5,-45.343
3.000,29,238.280,320.031,11,-42.820
4.000,0,265.044,148.289,10,-41.151
4.000,1,397.140,441.743,5,-41.659
4.000,2,347.383,131.624,6,-43.467
4.000,3,325.048,434.648,10,-43.809
4.000,4,34.339,85.099,5,-40.804
4.000,5,226.313,326.712,11,-42.043
4.000,6,282.975,107.635,9,-41.310
4.000,7,466.361,151.262,2,-48.403
4.000,8,65.986,73.648,6,-40.441
4.000,9,327.116,407.323,10,-41.348
4.000,10,159.874,181.968,10,-39.631
4.000,11,69.117,155.259,8,-44.277
4.000,12,373.658,226.239,7,-46.246
4.000,13,201.059,416.005,9,-44.470
4.000,14,332.053,361.201,11,-42.207
4.000,15,193.544,285.773,9,-43.473
4.000,16,238.703,24.662,6,-43.925
4.000,17,40.263,198.256,5,-42.107
4.000,18,171.740,237.844,10,-44.654
4.000,19,346.447,305.799,9,-43.239
4.000,20,243.072,357.347,10,-42.345
4.000,21,94.043,33.258,6,-45.624
4.000,22,153.709,64.712,11,-45.231
4.000,23,223.547,184.696,10,-43.833
4.000,24,195.169,161.734,10,-40.228
4.000,25,67.763,360.746,2,-49.385
