time,nodeId,x,y,neighbor_count,avg_neighbor_rssi_dbm
1.000,0,35.573,34.764,2,-39.519
1.000,1,203.196,114.806,5,-37.881
1.000,2,280.893,783.473,6,-41.973
1.000,3,134.003,892.693,2,-41.121
1.000,4,631.272,148.983,7,-38.103
1.000,5,61.665,315.836,5,-36.540
1.000,6,688.396,440.462,4,-43.557
1.000,7,386.019,196.876,7,-39.153
1.000,8,595.831,378.331,5,-42.667
1.000,9,192.300,912.521,2,-30.777
1.000,10,70.092,670.027,4,-43.884
1.000,11,720.381,495.581,3,-42.765
1.000,12,153.468,361.078,5,-42.507
1.000,13,588.826,274.543,8,-45.402
1.000,14,148.889,492.758,6,-47.615
1.000,15,439.987,697.477,5,-38.090
1.000,16,63.587,1.752,2,-38.393
1.000,17,291.982,661.131,6,-46.466
1.000,18,101.007,268.068,6,-39.557
1.000,19,172.583,206.672,6,-46.318
1.000,20,870.017,866.352,10,-42.353
1.000,21,682.493,2.435,4,-39.564
1.000,22,982.117,409.564,3,-43.721
1.000,23,584.490,793.734,10,-44.607
1.000,24,579.469,161.105,5,-40.484
1.000,25,499.675,724.972,7,-41.448
1.000,26,916.819,348.274,5,-46.413
1.000,27,634.967,141.437,8,-41.799
1.000,28,986.186,528.768,6,-42.896
1.000,29,434.326,398.596,8,-44.001
1.000,30,196.019,587.378,7,-42.976
1.000,31,419.402,503.324,5,-40.146
1.000,32,615.829,1.169,4,-35.500
1.000,33,803.535,837.286,8,-42.185
1.000,34,510.382,516.737,4,-44.862
1.000,35,792.002,35.034,2,-50.353
1.000,36,236.333,136.544,5,-41.860
1.000,37,730.388,816.930,10,-43.729
1.000,38,282.489,727.341,4,-37.903
1.000,39,547.494,371.045,6,-45.287
1.000,40,403.952,816.633,7,-42.565
1.000,41,388.477,163.134,6,-41.471
1.000,42,941.126,663.116,6,-37.349
1.000,43,947.752,775.027,7,-43.571
1.000,44,143.853,283.217,6,-42.107
1.000,45,760.732,223.463,7,-37.593
1.000,46,107.130,597.962,7,-44.284
1.000,47,884.107,926.056,7,-35.321
1.000,48,531.273,816.918,11,-43.602
1.000,49,639.521,175.485,8,-40.062
1.000,50,515.812,696.273,7,-44.889
1.000,51,442.275,748.271,7,-42.164
1.000,52,235.881,580.278,6,-45.013
1.000,53,44.938,582.992,4,-45.219
1.000,54,995.656,957.776,3,-42.766
1.000,55,799.859,296.763,6,-38.283
1.000,56,401.449,304.269,8,-40.542
1.000,57,818.479,985.701,6,-44.286
1.000,58,962.535,569.692,4,-42.879
1.000,59,780.718,170.850,7,-45.339
1.000,60,947.965,657.492,6,-37.326
1.000,61,134.663,30.335,5,-45.812
1.000,62,818.966,754.927,7,-44.042
1.000,63,385.780,359.610,5,-38.227
1.000,64,907.606,974.069,6,-39.397
1.000,65,455.588,223.445,8,-43.586
1.000,66,952.008,259.160,1,-37.564
1.000,67,196.599,689.032,9,-45.198
1.000,68,906.956,423.874,3,-44.660
1.000,69,640.760,759.620,8,-41.196
1.000,70,533.327,993.036,2,-49.462
1.000,71,413.127,311.647,7,-37.830
1.000,72,362.342,323.661,6,-38.880
1.000,73,970.821,656.700,6,-36.999
1.000,74,824.039,900.428,8,-40.374
1.000,75,669.081,305.984,9,-46.954
1.000,76,293.629,492.327,4,-50.598
1.000,77,268.155,182.518,7,-44.692
1.000,78,442.648,874.779,5,-41.124
1.000,79,843.094,730.386,8,-44.771
1.000,80,615.115,8.603,4,-34.727
1.000,81,650.137,828.069,6,-36.469
1.000,82,649.440,738.354,8,-40.211
1.000,83,788.671,301.754,6,-40.547
1.000,84,682.794,611.905,3,-46.085
1.000,85,401.335,155.513,6,-37.260
1.000,86,211.275,894.626,4,-36.804
1.000,87,760.654,590.460,2,-40.299
1.000,88,569.211,463.403,5,-40.960
1.000,89,6.382,264.894,4,-47.157
1.000,90,209.270,73.158,5,-44.116
1.000,91,249.395,769.140,5,-39.580
1.000,92,479.986,893.645,5,-42.152
1.000,93,872.433,882.892,9,-41.669
1.000,94,639.489,825.826,6,-38.576
1.000,95,111.537,695.235,5,-40.010
1.000,96,419.444,575.670,3,-42.913
1.000,97,437.559,46.796,2,-45.469
1.000,98,78.668,330.723,5,-39.295
1.000,99,764.849,221.605,6,-39.552
2.000,0,35.573,34.764,2,-33.672
2.000,1,203.196,114.806,5,-37.467
2.000,2,280.893,783.473,6,-40.983
2.000,3,134.003,892.693,2,-40.316
2.000,4,631.272,148.983,7,-38.458
2.000,5,61.665,315.836,5,-38.182
2.000,6,688.396,440.462,4,-42.684
2.000,7,386.019,196.876,7,-42.099
2.000,8,595.831,378.331,5,-40.604
2.000,9,192.300,912.521,2,-31.488
2.000,10,70.092,670.027,4,-42.183
2.000,11,720.381,495.581,3,-42.503
2.000,12,153.468,361.078,5,-42.003
2.000,13,588.826,274.543,8,-45.783
2.000,14,148.889,492.758,6,-45.504
2.000,15,439.987,697.477,5,-38.037
2.000,16,63.587,1.752,2,-39.118
2.000,17,291.982,661.131,6,-45.316
2.000,18,101.007,268.068,6,-39.180
2.000,19,172.583,206.672,6,-43.883
2.000,20,870.017,866.352,10,-40.124
2.000,21,682.493,2.435,4,-43.066
2.000,22,982.117,409.564,3,-41.178
2.000,23,584.490,793.734,10,-41.994
2.000,24,579.469,161.105,5,-40.719
2.000,25,499.675,724.972,7,-42.077
2.000,26,916.819,348.274,5,-45.930
2.000,27,634.967,141.437,8,-39.372
2.000,28,986.186,528.768,6,-44.219
2.000,29,434.326,398.596,8,-46.872
2.000,30,196.019,587.378,7,-43.113
2.000,31,419.402,503.324,5,-42.869
2.000,32,615.829,1.169,4,-34.606
2.000,33,803.535,837.286,8,-42.863
2.000,34,510.382,516.737,4,-44.481
2.000,35,792.002,35.034,2,-49.850
2.000,36,236.333,136.544,5,-40.417
2.000,37,730.388,816.930,10,-44.896
2.000,38,282.489,727.341,4,-41.381
2.000,39,547.494,371.045,6,-42.549
2.000,40,403.952,816.633,7,-42.569
2.000,41,388.477,163.134,6,-40.606
2.000,42,941.126,663.116,6,-39.218
2.000,43,947.752,775.027,7,-46.101
2.000,44,143.853,283.217,6,-41.017
2.000,45,760.732,223.463,7,-35.516
2.000,46,107.130,597.962,7,-40.654
2.000,47,884.107,926.056,7,-40.442
2.000,48,531.273,816.918,11,-45.249
2.000,49,639.521,175.485,8,-42.748
2.000,50,515.812,696.273,7,-44.255
2.000,51,442.275,748.271,7,-43.427
2.000,52,235.881,580.278,6,-45.171
2.000,53,44.938,582.992,4,-46.053
2.000,54,995.656,957.776,3,-49.712
2.000,55,799.859,296.763,6,-39.961
2.000,56,401.449,304.269,8,-40.318
2.000,57,818.479,985.701,6,-44.287
2.000,58,962.535,569.692,4,-40.356
2.000,59,780.718,170.850,7,-44.156
2.000,60,947.965,657.492,6,-38.626
2.000,61,134.663,30.335,5,-46.902
2.000,62,818.966,754.927,7,-43.643
2.000,63,385.780,359.610,5,-37.979
2.000,64,907.606,974.069,6,-45.723
2.000,65,455.588,223.445,8,-46.377
2.000,66,952.008,259.160,1,-39.720
2.000,67,196.599,689.032,9,-44.419
2.000,68,906.956,423.874,3,-38.304
2.000,69,640.760,759.620,8,-41.137
2.000,70,533.327,993.036,2,-46.568
2.000,71,413.127,311.647,7,-39.848
2.000,72,362.342,323.661,6,-40.164
2.000,73,970.821,656.700,6,-36.984
2.000,74,824.039,900.428,8,-40.302
2.000,75,669.081,305.984,9,-45.270
2.000,76,293.629,492.327,4,-46.674
2.000,77,268.155,182.518,7,-46.006
2.000,78,442.648,874.779,5,-41.035
2.000,79,843.094,730.386,8,-45.262
2.000,80,615.115,8.603,4,-37.622
2.000,81,650.137,828.069,6,-37.545
2.000,82,649.440,738.354,8,-43.341
2.000,83,788.671,301.754,6,-42.538
2.000,84,682.794,611.905,3,-43.340
2.000,85,401.335,155.513,6,-39.949
2.000,86,211.275,894.626,4,-39.555
2.000,87,760.654,590.460,2,-38.723
2.000,88,569.211,463.403,5,-43.767
2.000,89,6.382,264.894,4,-44.954
2.000,90,209.270,73.158,5,-39.728
2.000,91,249.395,769.140,5,-40.660
2.000,92,479.986,893.645,5,-48.729
2.000,93,872.433,882.892,9,-40.466
2.000,94,639.489,825.826,6,-35.077
2.000,95,111.537,695.235,5,-43.484
2.000,96,419.444,575.670,3,-39.780
2.000,97,437.559,46.796,2,-45.390
2.000,98,78.668,330.723,5,-40.453
2.000,99,764.849,221.605,6,-35.672
3.000,0,41.048,42.121,2,-37.862
3.000,1,223.794,141.789,6,-40.576
3.000,2,287.945,775.624,7,-41.544
3.000,3,190.112,892.838,2,-27.222
3.000,4,629.189,157.287,7,-39.973
3.000,5,97.905,300.636,5,-37.887
3.000,6,705.122,469.947,4,-45.073
3.000,7,421.062,215.974,8,-41.718
3.000,8,579.031,374.297,5,-38.767
3.000,9,194.395,877.162,4,-37.752
3.000,10,122.194,681.542,5,-40.803
3.000,11,663.691,503.038,6,-44.509
3.000,12,178.650,306.688,6,-39.529
3.000,13,555.338,315.919,7,-46.696
3.000,14,171.007,482.225,6,-47.540
3.000,15,427.067,703.076,8,-45.655
3.000,16,82.059,11.897,2,-32.074
3.000,17,240.499,654.798,9,-40.364
3.000,18,136.922,280.935,6,-38.178
3.000,19,228.478,215.227,7,-41.818
3.000,20,888.606,823.143,8,-41.697
3.000,21,707.484,44.415,6,-41.351
3.000,22,967.852,418.844,4,-41.303
3.000,23,576.278,774.183,10,-41.525
3.000,24,578.085,162.551,7,-44.087
3.000,25,527.631,728.005,10,-42.798
3.000,26,923.720,405.097,4,-39.741
3.000,27,632.308,142.277,7,-38.764
3.000,28,956.317,544.651,7,-42.297
3.000,29,461.878,375.749,9,-43.578
3.000,30,238.792,585.988,7,-42.508
3.000,31,380.909,457.998,5,-44.542
3.000,32,645.715,32.252,7,-40.345
3.000,33,786.858,799.290,10,-42.541
3.000,34,543.701,562.198,4,-47.592
3.000,35,780.247,35.417,3,-42.967
