time,nodeId,x,y,neighbor_count,avg_neighbor_rssi_dbm
1.000,0,236.303,954.147,4,-38.639
1.000,1,987.321,710.645,5,-39.252
1.000,2,678.974,614.943,9,-41.807
1.000,3,807.994,500.583,11,-43.628
1.000,4,536.157,325.223,8,-41.417
1.000,5,863.400,474.594,8,-42.285
1.000,6,572.540,412.217,8,-43.067
1.000,7,423.384,526.152,8,-42.544
1.000,8,224.119,760.917,8,-41.047
1.000,9,798.247,119.019,6,-45.755
1.000,10,438.702,272.445,9,-44.216
1.000,11,821.890,232.300,7,-40.376
1.000,12,818.607,222.711,7,-42.901
1.000,13,234.343,909.108,5,-41.173
1.000,14,341.667,733.205,7,-49.008
1.000,15,280.223,220.005,5,-41.301
1.000,16,895.051,556.049,8,-45.416
1.000,17,698.284,229.772,8,-45.424
1.000,18,665.851,765.815,4,-42.483
1.000,19,241.209,844.495,7,-42.334
1.000,20,763.185,400.187,10,-43.241
1.000,21,124.742,577.930,5,-44.991
1.000,22,203.821,278.329,3,-48.545
1.000,23,830.524,706.394,7,-44.208
1.000,24,805.545,448.451,11,-42.889
1.000,25,469.655,780.277,5,-45.434
1.000,26,445.716,706.836,4,-45.356
1.000,27,691.024,137.596,2,-44.149
1.000,28,699.282,287.500,8,-42.579
1.000,29,737.276,425.533,10,-44.287
1.000,30,232.579,999.906,3,-42.533
1.000,31,473.619,995.516,4,-36.666
1.000,32,363.035,390.029,8,-45.589
1.000,33,673.307,601.989,9,-42.026
1.000,34,426.455,981.515,4,-37.896
1.000,35,962.674,738.292,6,-42.182
1.000,36,215.566,895.253,7,-40.765
1.000,37,415.142,857.897,5,-46.582
1.000,38,10.260,748.057,3,-43.768
1.000,39,207.991,749.492,7,-40.924
1.000,40,517.959,398.668,7,-40.969
1.000,41,467.712,18.754,2,-43.494
1.000,42,336.214,520.386,9,-34.535
1.000,43,991.665,564.604,4,-46.675
1.000,44,523.201,516.207,5,-44.362
1.000,45,481.534,349.227,7,-40.785
1.000,46,119.112,116.503,3,-38.216
1.000,47,511.711,974.249,3,-31.439
1.000,48,664.828,487.905,12,-46.854
1.000,49,890.826,878.320,2,-42.155
1.000,50,523.517,102.320,3,-44.814
1.000,51,836.614,734.169,6,-45.298
1.000,52,651.675,891.931,4,-45.364
1.000,53,866.845,343.742,7,-47.400
1.000,54,51.131,312.358,3,-42.028
1.000,55,860.864,203.187,5,-42.304
1.000,56,909.974,699.857,8,-42.766
1.000,57,542.598,288.983,8,-43.228
1.000,58,336.190,517.436,9,-33.338
1.000,59,728.335,337.950,10,-43.343
1.000,60,857.250,67.641,3,-43.023
1.000,61,995.779,690.102,6,-39.414
1.000,62,92.736,726.949,6,-39.681
1.000,63,590.164,781.230,4,-48.293
1.000,64,712.827,911.353,2,-35.529
1.000,65,238.391,754.036,6,-39.925
1.000,66,677.413,348.686,10,-45.173
1.000,67,35.140,949.151,0,-1000.000
1.000,68,753.107,614.222,10,-42.049
1.000,69,326.572,530.329,9,-34.420
1.000,70,754.504,713.643,7,-45.424
