time,nodeId,x,y,neighbor_count,avg_neighbor_rssi_dbm
1.000,0,688.411,319.443,5,-43.999
1.000,1,856.078,405.464,6,-42.593
1.000,2,140.361,272.842,6,-43.524
1.000,3,660.598,539.203,4,-50.152
1.000,4,705.912,689.087,4,-39.852
1.000,5,501.757,408.929,9,-36.773
1.000,6,48.437,538.336,4,-38.457
1.000,7,691.239,953.136,3,-42.776
1.000,8,61.091,751.487,5,-35.870
1.000,9,562.202,437.608,9,-41.476
1.000,10,307.593,480.028,9,-41.917
1.000,11,307.502,274.064,5,-35.492
1.000,12,489.985,437.256,9,-39.156
1.000,13,55.013,779.602,5,-43.563
1.000,14,255.551,258.310,3,-38.155
1.000,15,416.535,278.085,9,-43.558
1.000,16,329.953,770.037,6,-46.600
1.000,17,95.083,359.413,4,-36.228
1.000,18,604.293,832.151,3,-47.132
1.000,19,409.790,435.832,9,-42.063
1.000,20,132.618,515.650,8,-42.548
1.000,21,555.832,145.506,3,-49.358
1.000,22,737.164,57.726,5,-38.618
1.000,23,131.062,560.454,6,-38.323
1.000,24,355.075,591.005,6,-42.734
1.000,25,594.936,394.261,8,-38.417
1.000,26,875.115,226.113,8,-44.279
1.000,27,174.501,779.423,8,-43.150
1.000,28,191.523,571.164,10,-42.067
1.000,29,887.930,821.380,4,-46.231
1.000,30,172.419,987.463,5,-37.676
1.000,31,170.299,956.182,7,-37.595
1.000,32,906.441,643.292,2,-42.389
1.000,33,437.299,424.723,10,-45.676
1.000,34,737.796,183.919,8,-48.335
1.000,35,421.642,154.615,8,-39.883
1.000,36,273.169,770.789,6,-41.564
1.000,37,100.863,83.565,2,-49.687
1.000,38,451.268,845.860,5,-42.482
1.000,39,223.418,830.299,7,-40.866
1.000,40,916.628,124.313,6,-43.364
1.000,41,734.792,675.190,5,-36.771
1.000,42,228.540,511.167,10,-40.571
1.000,43,832.083,118.031,8,-41.614
1.000,44,67.457,383.773,5,-42.520
1.000,45,53.614,2.219,1,-45.120
1.000,46,101.504,544.463,6,-40.897
1.000,47,61.138,957.227,6,-43.275
1.000,48,661.723,55.742,4,-42.282
1.000,49,713.031,41.058,5,-44.427
1.000,50,794.948,467.101,8,-44.821
1.000,51,253.706,813.504,6,-41.747
1.000,52,45.495,885.878,7,-47.646
1.000,53,909.743,377.005,6,-41.625
1.000,54,418.938,167.753,9,-37.146
1.000,55,41.266,177.280,3,-47.358
1.000,56,157.967,860.079,13,-45.122
1.000,57,302.186,534.185,8,-40.319
1.000,58,8.946,309.980,5,-49.716
1.000,59,447.528,256.333,8,-42.383
1.000,60,522.302,358.459,11,-44.559
1.000,61,224.520,479.456,9,-42.033
1.000,62,389.153,111.401,4,-41.706
1.000,63,734.904,333.926,5,-43.934
1.000,64,500.091,404.399,9,-36.418
1.000,65,157.112,920.487,9,-42.450
1.000,66,410.171,193.092,9,-41.511
1.000,67,978.243,298.867,5,-35.410
1.000,68,881.846,447.982,6,-40.450
1.000,69,838.505,571.994,7,-48.921
1.000,70,787.661,920.379,5,-49.807
1.000,71,314.004,271.818,6,-38.909
1.000,72,914.543,951.306,3,-41.968
1.000,73,974.297,151.810,7,-48.622
1.000,74,696.460,394.403,7,-46.788
1.000,75,274.661,478.827,9,-40.920
1.000,76,846.019,10.179,5,-48.378
1.000,77,836.974,184.253,5,-41.946
1.000,78,417.052,982.606,2,-47.464
1.000,79,718.867,594.278,7,-44.896
1.000,80,779.205,739.456,4,-40.353
1.000,81,433.636,686.483,4,-46.613
1.000,82,926.751,926.828,3,-41.686
1.000,83,494.477,866.986,5,-43.228
1.000,84,691.058,994.921,2,-38.851
1.000,85,303.516,103.468,4,-42.478
1.000,86,947.068,331.510,6,-37.904
1.000,87,146.722,982.016,6,-38.485
1.000,88,774.211,529.780,6,-41.549
1.000,89,506.567,457.432,8,-38.334
1.000,90,975.858,301.496,5,-34.236
1.000,91,74.200,736.410,4,-35.295
1.000,92,978.950,3.684,3,-49.831
1.000,93,322.208,569.797,7,-41.581
1.000,94,418.085,805.095,6,-44.084
1.000,95,484.182,289.269,10,-45.613
1.000,96,504.884,785.168,5,-42.490
1.000,97,684.747,254.365,4,-45.631
1.000,98,792.813,690.619,6,-42.285
1.000,99,100.290,320.409,4,-36.806
2.000,0,688.411,319.443,5,-40.067
2.000,1,856.078,405.464,6,-41.282
2.000,2,140.361,272.842,6,-46.571
2.000,3,660.598,539.203,4,-48.581
2.000,4,705.912,689.087,4,-39.281
2.000,5,501.757,408.929,9,-34.571
2.000,6,48.437,538.336,4,-40.417
2.000,7,691.239,953.136,3,-42.158
2.000,8,61.091,751.487,5,-40.907
2.000,9,562.202,437.608,9,-42.230
2.000,10,307.593,480.028,9,-42.229
2.000,11,307.502,274.064,5,-37.074
2.000,12,489.985,437.256,9,-37.324
2.000,13,55.013,779.602,5,-43.394
2.000,14,255.551,258.310,3,-41.042
2.000,15,416.535,278.085,9,-44.404
2.000,16,329.953,770.037,6,-43.493
2.000,17,95.083,359.413,4,-39.584
2.000,18,604.293,832.151,3,-48.702
2.000,19,409.790,435.832,9,-42.453
2.000,20,132.618,515.650,8,-40.829
2.000,21,555.832,145.506,3,-48.568
2.000,22,737.164,57.726,5,-42.823
2.000,23,131.062,560.454,6,-39.940
2.000,24,355.075,591.005,6,-44.379
2.000,25,594.936,394.261,8,-43.135
2.000,26,875.115,226.113,8,-46.858
2.000,27,174.501,779.423,8,-43.216
2.000,28,191.523,571.164,10,-43.386
2.000,29,887.930,821.380,4,-44.954
2.000,30,172.419,987.463,5,-38.545
2.000,31,170.299,956.182,7,-39.507
2.000,32,906.441,643.292,2,-47.484
2.000,33,437.299,424.723,10,-41.735
2.000,34,737.796,183.919,8,-45.549
2.000,35,421.642,154.615,8,-39.913
2.000,36,273.169,770.789,6,-42.021
2.000,37,100.863,83.565,2,-45.121
2.000,38,451.268,845.860,5,-44.856
2.000,39,223.418,830.299,7,-40.082
2.000,40,916.628,124.313,6,-44.211
2.000,41,734.792,675.190,5,-40.137
2.000,42,228.540,511.167,10,-42.839
2.000,43,832.083,118.031,8,-44.519
2.000,44,67.457,383.773,5,-41.689
2.000,45,53.614,2.219,1,-47.470
2.000,46,101.504,544.463,6,-38.428
2.000,47,61.138,957.227,6,-46.715
2.000,48,661.723,55.742,4,-43.246
2.000,49,713.031,41.058,5,-39.486
2.000,50,794.948,467.101,8,-43.579
2.000,51,253.706,813.504,6,-43.459
2.000,52,45.495,885.878,7,-47.783
2.000,53,909.743,377.005,6,-42.062
