method,run_id,time,source,target,hop_count
classic_baseline,8,253.0,29,11,6
classic_baseline,8,254.0,52,66,3
classic_baseline,8,254.0,62,27,6
classic_baseline,8,254.0,75,60,1
classic_baseline,8,254.0,59,35,5
classic_baseline,8,254.0,54,94,4
classic_baseline,8,255.0,31,41,1
classic_baseline,8,255.0,55,74,5
classic_baseline,8,255.0,28,75,5
classic_baseline,8,255.0,19,73,4
classic_baseline,8,255.0,0,53,4
classic_baseline,8,256.0,5,60,7
classic_baseline,8,256.0,64,4,5
classic_baseline,8,256.0,54,67,5
classic_baseline,8,256.0,50,61,4
classic_baseline,8,256.0,89,12,4
classic_baseline,8,257.0,57,63,4
classic_baseline,8,257.0,30,10,7
classic_baseline,8,257.0,71,96,4
classic_baseline,8,257.0,1,88,6
classic_baseline,8,257.0,27,16,4
classic_baseline,8,258.0,45,37,6
classic_baseline,8,258.0,30,82,7
classic_baseline,8,258.0,11,2,3
classic_baseline,8,258.0,61,85,3
classic_baseline,8,258.0,39,20,3
classic_baseline,8,259.0,90,58,4
classic_baseline,8,259.0,73,95,5
classic_baseline,8,259.0,74,3,4
classic_baseline,8,259.0,58,59,3
classic_baseline,8,259.0,98,17,4
classic_baseline,8,260.0,90,51,2
classic_baseline,8,260.0,23,47,1
classic_baseline,8,260.0,80,59,2
classic_baseline,8,260.0,90,81,3
classic_baseline,8,260.0,0,80,6
classic_baseline,8,261.0,9,49,5
classic_baseline,8,261.0,88,42,1
classic_baseline,8,261.0,67,4,1
classic_baseline,8,261.0,37,54,4
classic_baseline,8,261.0,96,34,4
classic_baseline,8,262.0,89,78,2
classic_baseline,8,262.0,69,73,2
classic_baseline,8,262.0,26,87,4
classic_baseline,8,262.0,10,79,2
classic_baseline,8,262.0,42,94,6
classic_baseline,8,263.0,7,65,1
classic_baseline,8,263.0,86,46,7
classic_baseline,8,263.0,6,14,4
classic_baseline,8,263.0,49,46,5
classic_baseline,8,263.0,59,79,6
classic_baseline,8,264.0,5,46,2
classic_baseline,8,264.0,46,22,3
classic_baseline,8,264.0,82,71,7
classic_baseline,8,264.0,90,8,5
classic_baseline,8,264.0,71,90,2
classic_baseline,8,265.0,99,26,3
classic_baseline,8,265.0,17,42,4
classic_baseline,8,265.0,30,69,3
classic_baseline,8,265.0,14,83,2
classic_baseline,8,265.0,61,94,2
classic_baseline,8,266.0,96,74,4
classic_baseline,8,266.0,89,26,5
classic_baseline,8,266.0,96,95,7
classic_baseline,8,266.0,97,28,4
classic_baseline,8,266.0,41,45,2
classic_baseline,8,267.0,34,64,5
classic_baseline,8,267.0,87,54,2
classic_baseline,8,267.0,35,6,3
classic_baseline,8,267.0,8,47,4
classic_baseline,8,267.0,44,57,5
classic_baseline,8,268.0,62,64,5
classic_baseline,8,268.0,67,15,3
classic_baseline,8,268.0,60,90,2
classic_baseline,8,268.0,68,86,3
classic_baseline,8,268.0,68,37,3
classic_baseline,8,269.0,57,79,4
classic_baseline,8,269.0,47,86,4
classic_baseline,8,269.0,88,8,7
classic_baseline,8,269.0,24,58,4
classic_baseline,8,269.0,11,10,5
classic_baseline,8,270.0,50,22,5
classic_baseline,8,270.0,36,9,6
classic_baseline,8,270.0,35,14,4
classic_baseline,8,270.0,63,19,3
classic_baseline,8,270.0,26,66,6
classic_baseline,8,271.0,37,53,2
classic_baseline,8,271.0,87,69,1
classic_baseline,8,271.0,16,60,7
classic_baseline,8,271.0,56,94,6
classic_baseline,8,271.0,37,24,3
classic_baseline,8,272.0,8,2,13
classic_baseline,8,272.0,29,66,6
classic_baseline,8,272.0,82,42,6
classic_baseline,8,272.0,52,74,3
classic_baseline,8,272.0,43,83,3
classic_baseline,8,273.0,82,41,4
classic_baseline,8,273.0,62,75,6
classic_baseline,8,273.0,85,89,7
classic_baseline,8,273.0,67,70,7
classic_baseline,8,273.0,56,58,6
classic_baseline,8,274.0,38,72,3
classic_baseline,8,274.0,16,39,5
classic_baseline,8,274.0,21,33,7
classic_baseline,8,274.0,29,61,5
classic_baseline,8,274.0,47,36,4
classic_baseline,8,275.0,98,6,5
classic_baseline,8,275.0,18,45,7
classic_baseline,8,275.0,36,58,1
classic_baseline,8,275.0,21,79,6
classic_baseline,8,275.0,20,91,3
classic_baseline,8,276.0,68,36,3
classic_baseline,8,276.0,23,22,4
classic_baseline,8,276.0,90,88,4
classic_baseline,8,276.0,85,19,2
classic_baseline,8,276.0,20,30,8
classic_baseline,8,277.0,14,5,4
classic_baseline,8,277.0,40,73,1
classic_baseline,8,277.0,16,56,4
classic_baseline,8,277.0,33,47,3
classic_baseline,8,277.0,23,26,4
classic_baseline,8,278.0,71,90,4
classic_baseline,8,278.0,4,85,4
classic_baseline,8,278.0,40,44,7
classic_baseline,8,278.0,18,47,4
classic_baseline,8,278.0,57,69,2
classic_baseline,8,279.0,20,68,7
classic_baseline,8,279.0,38,15,4
classic_baseline,8,279.0,3,51,3
classic_baseline,8,279.0,63,98,5
classic_baseline,8,279.0,18,58,9
classic_baseline,8,280.0,40,19,2
classic_baseline,8,280.0,0,94,3
classic_baseline,8,280.0,69,64,1
classic_baseline,8,280.0,42,82,7
classic_baseline,8,280.0,90,37,1
classic_baseline,8,281.0,60,37,3
classic_baseline,8,281.0,96,73,4
classic_baseline,8,281.0,85,18,7
classic_baseline,8,281.0,56,43,6
classic_baseline,8,281.0,88,14,5
classic_baseline,8,282.0,5,17,6
classic_baseline,8,282.0,86,70,8
classic_baseline,8,282.0,14,39,3
classic_baseline,8,282.0,3,51,3
classic_baseline,8,282.0,79,28,5
classic_baseline,8,283.0,57,45,4
classic_baseline,8,283.0,11,41,3
classic_baseline,8,283.0,7,77,5
classic_baseline,8,283.0,82,24,4
classic_baseline,8,283.0,74,67,1
classic_baseline,8,284.0,28,98,5
classic_baseline,8,284.0,35,25,5
classic_baseline,8,284.0,2,10,9
classic_baseline,8,284.0,68,57,1
classic_baseline,8,284.0,86,85,1
classic_baseline,8,285.0,11,65,7
classic_baseline,8,285.0,50,24,3
classic_baseline,8,285.0,62,40,4
classic_baseline,8,285.0,77,65,5
classic_baseline,8,285.0,7,85,1
classic_baseline,8,286.0,46,50,6
classic_baseline,8,286.0,18,91,5
classic_baseline,8,286.0,54,47,2
classic_baseline,8,286.0,49,47,6
classic_baseline,8,286.0,1,36,10
classic_baseline,8,287.0,44,39,4
classic_baseline,8,287.0,57,71,6
classic_baseline,8,287.0,11,27,7
classic_baseline,8,287.0,93,56,6
classic_baseline,8,287.0,94,53,8
classic_baseline,8,288.0,56,36,5
classic_baseline,8,288.0,20,93,7
classic_baseline,8,288.0,54,93,6
classic_baseline,8,288.0,53,17,4
classic_baseline,8,288.0,75,76,8
classic_baseline,8,289.0,11,18,7
classic_baseline,8,289.0,26,38,6
classic_baseline,8,289.0,60,67,2
classic_baseline,8,289.0,42,8,7
classic_baseline,8,289.0,75,96,7
classic_baseline,8,290.0,48,11,1
classic_baseline,8,290.0,0,52,3
classic_baseline,8,290.0,81,34,4
classic_baseline,8,290.0,53,22,5
classic_baseline,8,290.0,71,59,3
classic_baseline,8,291.0,90,72,2
classic_baseline,8,291.0,96,17,3
classic_baseline,8,291.0,25,23,2
classic_baseline,8,291.0,48,37,3
classic_baseline,8,291.0,70,62,8
classic_baseline,8,292.0,5,38,4
classic_baseline,8,292.0,74,38,1
classic_baseline,8,292.0,63,71,4
classic_baseline,8,292.0,94,59,6
classic_baseline,8,292.0,28,3,2
classic_baseline,8,293.0,0,19,5
classic_baseline,8,293.0,33,38,1
classic_baseline,8,293.0,81,60,2
classic_baseline,8,293.0,15,83,1
classic_baseline,8,293.0,85,36,1
classic_baseline,8,294.0,53,22,4
classic_baseline,8,294.0,62,88,3
classic_baseline,8,294.0,82,31,1
classic_baseline,8,294.0,3,15,1
classic_baseline,8,294.0,97,35,2
classic_baseline,8,295.0,63,8,4
classic_baseline,8,295.0,76,95,8
classic_baseline,8,295.0,46,74,6
classic_baseline,8,295.0,61,72,3
classic_baseline,8,295.0,55,33,5
classic_baseline,8,296.0,80,87,6
classic_baseline,8,296.0,60,88,5
classic_baseline,8,296.0,15,47,1
classic_baseline,8,296.0,73,2,6
classic_baseline,8,296.0,33,20,3
classic_baseline,8,297.0,74,7,5
classic_baseline,8,297.0,18,40,7
classic_baseline,8,297.0,59,88,1
classic_baseline,8,297.0,17,45,5
classic_baseline,8,297.0,20,6,3
classic_baseline,8,298.0,34,46,2
classic_baseline,8,298.0,53,81,4
classic_baseline,8,298.0,45,6,8
classic_baseline,8,298.0,37,67,4
classic_baseline,8,298.0,81,9,4
classic_baseline,8,299.0,65,24,3
classic_baseline,8,299.0,98,80,5
classic_baseline,8,299.0,23,97,7
classic_baseline,8,299.0,12,76,6
classic_baseline,8,299.0,96,21,3
classic_baseline,8,300.0,69,41,3
classic_baseline,8,300.0,40,87,4
classic_baseline,8,300.0,38,34,6
classic_baseline,8,300.0,87,89,3
classic_baseline,8,300.0,88,46,4
classic_baseline,9,1.0,12,68,6
classic_baseline,9,1.0,74,45,9
classic_baseline,9,1.0,18,1,8
classic_baseline,9,1.0,17,66,6
classic_baseline,9,1.0,36,47,4
classic_baseline,9,2.0,99,62,9
classic_baseline,9,2.0,52,43,8
classic_baseline,9,2.0,20,13,4
classic_baseline,9,2.0,27,19,8
classic_baseline,9,2.0,64,28,11
classic_baseline,9,3.0,24,71,5
classic_baseline,9,3.0,78,88,8
classic_baseline,9,3.0,67,68,7
classic_baseline,9,3.0,91,70,3
classic_baseline,9,3.0,89,96,7
classic_baseline,9,4.0,14,53,3
classic_baseline,9,4.0,58,9,7
classic_baseline,9,4.0,14,16,2
classic_baseline,9,4.0,2,61,6
classic_baseline,9,4.0,44,39,4
classic_baseline,9,5.0,88,46,5
classic_baseline,9,5.0,17,56,9
classic_baseline,9,5.0,76,66,5
classic_baseline,9,5.0,97,43,2
classic_baseline,9,5.0,22,90,7
classic_baseline,9,6.0,95,15,4
classic_baseline,9,6.0,28,16,6
classic_baseline,9,6.0,88,18,5
classic_baseline,9,6.0,88,29,2
classic_baseline,9,6.0,39,16,7
classic_baseline,9,7.0,26,16,3
classic_baseline,9,7.0,10,54,3
classic_baseline,9,7.0,88,97,3
classic_baseline,9,7.0,14,9,5
classic_baseline,9,7.0,2,99,6
classic_baseline,9,8.0,61,96,6
classic_baseline,9,8.0,55,5,6
classic_baseline,9,8.0,25,13,5
classic_baseline,9,8.0,4,84,2
classic_baseline,9,8.0,65,75,6
classic_baseline,9,9.0,7,60,2
classic_baseline,9,9.0,15,32,7
classic_baseline,9,9.0,5,8,2
classic_baseline,9,9.0,38,85,5
classic_baseline,9,9.0,1,96,3
classic_baseline,9,10.0,12,15,5
classic_baseline,9,10.0,77,26,2
classic_baseline,9,10.0,75,25,3
classic_baseline,9,10.0,23,85,3
classic_baseline,9,10.0,44,3,6
classic_baseline,9,11.0,11,18,1
classic_baseline,9,11.0,95,35,6
classic_baseline,9,11.0,74,44,5
classic_baseline,9,11.0,45,20,6
classic_baseline,9,11.0,64,99,6
classic_baseline,9,12.0,93,78,3
classic_baseline,9,12.0,30,64,10
classic_baseline,9,12.0,72,8,2
classic_baseline,9,12.0,12,74,6
classic_baseline,9,12.0,67,27,2
classic_baseline,9,13.0,91,24,3
classic_baseline,9,13.0,36,21,1
classic_baseline,9,13.0,96,68,6
classic_baseline,9,13.0,0,92,1
classic_baseline,9,13.0,12,27,4
classic_baseline,9,14.0,64,90,9
classic_baseline,9,14.0,60,46,3
classic_baseline,9,14.0,89,75,4
classic_baseline,9,14.0,23,56,6
classic_baseline,9,14.0,86,13,4
classic_baseline,9,15.0,23,45,7
classic_baseline,9,15.0,48,54,3
classic_baseline,9,15.0,27,65,5
classic_baseline,9,15.0,29,52,1
classic_baseline,9,15.0,14,97,4
classic_baseline,9,16.0,40,15,7
classic_baseline,9,16.0,59,14,4
classic_baseline,9,16.0,66,17,6
classic_baseline,9,16.0,63,97,4
classic_baseline,9,16.0,46,90,6
classic_baseline,9,17.0,36,71,3
classic_baseline,9,17.0,92,5,4
classic_baseline,9,17.0,10,41,7
classic_baseline,9,17.0,63,14,5
classic_baseline,9,17.0,49,36,5
classic_baseline,9,18.0,58,76,8
classic_baseline,9,18.0,94,39,3
classic_baseline,9,18.0,87,56,2
classic_baseline,9,18.0,28,70,4
classic_baseline,9,18.0,52,37,2
classic_baseline,9,19.0,54,24,7
classic_baseline,9,19.0,8,60,2
classic_baseline,9,19.0,86,47,4
classic_baseline,9,19.0,22,1,8
classic_baseline,9,19.0,86,62,5
classic_baseline,9,20.0,86,13,3
classic_baseline,9,20.0,50,56,3
classic_baseline,9,20.0,66,84,3
classic_baseline,9,20.0,86,10,4
classic_baseline,9,20.0,15,18,7
classic_baseline,9,21.0,50,51,6
classic_baseline,9,21.0,88,75,5
classic_baseline,9,21.0,13,94,5
classic_baseline,9,21.0,21,8,3
classic_baseline,9,21.0,46,25,3
classic_baseline,9,22.0,43,25,5
classic_baseline,9,22.0,76,51,6
classic_baseline,9,22.0,15,29,5
classic_baseline,9,22.0,54,92,4
classic_baseline,9,22.0,63,35,2
classic_baseline,9,23.0,97,91,1
classic_baseline,9,23.0,98,74,8
classic_baseline,9,23.0,75,34,9
classic_baseline,9,23.0,96,82,2
classic_baseline,9,23.0,51,45,7
classic_baseline,9,24.0,60,85,5
classic_baseline,9,24.0,77,51,6
classic_baseline,9,24.0,62,65,5
classic_baseline,9,24.0,35,18,3
classic_baseline,9,24.0,98,58,8
classic_baseline,9,25.0,13,15,2
classic_baseline,9,25.0,32,62,6
classic_baseline,9,25.0,63,29,4
classic_baseline,9,25.0,80,17,5
classic_baseline,9,25.0,3,12,8
classic_baseline,9,26.0,94,6,4
classic_baseline,9,26.0,8,63,5
classic_baseline,9,26.0,86,3,5
classic_baseline,9,26.0,22,48,4
classic_baseline,9,26.0,77,86,1
classic_baseline,9,27.0,41,19,3
classic_baseline,9,27.0,38,79,3
classic_baseline,9,27.0,79,12,3
classic_baseline,9,27.0,97,9,8
classic_baseline,9,27.0,84,96,3
classic_baseline,9,28.0,66,98,8
classic_baseline,9,28.0,63,59,4
classic_baseline,9,28.0,25,37,6
classic_baseline,9,28.0,84,63,3
classic_baseline,9,28.0,62,64,5
classic_baseline,9,29.0,33,69,4
classic_baseline,9,29.0,43,69,4
classic_baseline,9,29.0,69,2,2
classic_baseline,9,29.0,97,4,6
classic_baseline,9,29.0,55,15,3
classic_baseline,9,30.0,49,57,8
classic_baseline,9,30.0,40,48,4
classic_baseline,9,30.0,56,58,8
classic_baseline,9,30.0,4,22,4
classic_baseline,9,30.0,71,84,6
classic_baseline,9,31.0,99,38,7
classic_baseline,9,31.0,90,21,3
classic_baseline,9,31.0,62,55,2
classic_baseline,9,31.0,17,39,6
classic_baseline,9,31.0,91,49,5
classic_baseline,9,32.0,62,97,2
classic_baseline,9,32.0,14,72,6
classic_baseline,9,32.0,86,62,4
classic_baseline,9,32.0,84,70,2
classic_baseline,9,32.0,87,69,7
classic_baseline,9,33.0,73,60,2
classic_baseline,9,33.0,60,71,2
classic_baseline,9,33.0,20,64,7
classic_baseline,9,33.0,7,50,3
classic_baseline,9,33.0,33,63,5
classic_baseline,9,34.0,78,86,2
classic_baseline,9,34.0,45,98,2
classic_baseline,9,34.0,36,41,6
classic_baseline,9,34.0,7,3,4
classic_baseline,9,34.0,16,46,7
classic_baseline,9,35.0,44,94,1
classic_baseline,9,35.0,74,3,3
classic_baseline,9,35.0,97,80,3
classic_baseline,9,35.0,43,48,2
classic_baseline,9,35.0,12,54,1
classic_baseline,9,36.0,44,45,2
classic_baseline,9,36.0,52,44,4
classic_baseline,9,36.0,7,84,4
classic_baseline,9,36.0,31,30,6
classic_baseline,9,36.0,82,39,7
classic_baseline,9,37.0,75,10,6
classic_baseline,9,37.0,88,8,2
classic_baseline,9,37.0,39,14,5
classic_baseline,9,37.0,43,21,4
classic_baseline,9,37.0,2,68,3
classic_baseline,9,38.0,41,4,3
classic_baseline,9,38.0,58,84,7
classic_baseline,9,38.0,54,72,4
classic_baseline,9,38.0,65,53,3
classic_baseline,9,38.0,34,2,2
classic_baseline,9,39.0,89,60,6
classic_baseline,9,39.0,75,2,2
classic_baseline,9,39.0,40,48,7
classic_baseline,9,39.0,73,49,1
classic_baseline,9,39.0,41,73,3
classic_baseline,9,40.0,12,62,4
classic_baseline,9,40.0,12,88,3
classic_baseline,9,40.0,86,26,5
classic_baseline,9,40.0,43,63,1
classic_baseline,9,40.0,64,97,7
classic_baseline,9,41.0,85,43,4
classic_baseline,9,41.0,21,78,3
classic_baseline,9,41.0,38,46,7
classic_baseline,9,41.0,55,25,4
classic_baseline,9,41.0,9,68,6
classic_baseline,9,42.0,27,36,3
classic_baseline,9,42.0,33,6,9
classic_baseline,9,42.0,38,73,1
classic_baseline,9,42.0,51,28,4
classic_baseline,9,42.0,11,91,1
classic_baseline,9,43.0,74,12,3
classic_baseline,9,43.0,75,43,4
classic_baseline,9,43.0,34,8,4
classic_baseline,9,43.0,72,67,1
classic_baseline,9,43.0,60,54,3
classic_baseline,9,44.0,26,44,2
classic_baseline,9,44.0,9,83,3
classic_baseline,9,44.0,38,64,7
classic_baseline,9,44.0,38,55,3
classic_baseline,9,44.0,84,69,6
classic_baseline,9,45.0,40,25,5
classic_baseline,9,45.0,53,51,5
classic_baseline,9,45.0,32,79,4
classic_baseline,9,45.0,65,58,4
classic_baseline,9,45.0,85,97,3
classic_baseline,9,46.0,70,23,8
classic_baseline,9,46.0,2,80,7
classic_baseline,9,46.0,90,66,3
classic_baseline,9,46.0,23,73,7
classic_baseline,9,46.0,63,27,6
classic_baseline,9,47.0,84,95,5
classic_baseline,9,47.0,59,34,8
classic_baseline,9,47.0,78,98,6
classic_baseline,9,47.0,55,72,4
classic_baseline,9,47.0,93,80,5
classic_baseline,9,48.0,7,66,4
classic_baseline,9,48.0,25,46,3
classic_baseline,9,48.0,59,18,4
classic_baseline,9,48.0,30,19,2
classic_baseline,9,48.0,95,87,4
classic_baseline,9,49.0,97,38,7
classic_baseline,9,49.0,55,52,2
classic_baseline,9,49.0,40,8,3
classic_baseline,9,49.0,52,34,5
classic_baseline,9,49.0,36,82,5
classic_baseline,9,50.0,20,32,6
classic_baseline,9,50.0,87,76,2
classic_baseline,9,50.0,30,51,1
classic_baseline,9,50.0,30,14,2
classic_baseline,9,50.0,19,24,3
classic_baseline,9,51.0,3,31,2
classic_baseline,9,51.0,39,59,3
classic_baseline,9,51.0,62,71,8
classic_baseline,9,51.0,55,54,6
classic_baseline,9,51.0,82,4,10
classic_baseline,9,52.0,25,20,9
classic_baseline,9,52.0,34,17,7
classic_baseline,9,52.0,3,33,5
classic_baseline,9,52.0,35,84,6
classic_baseline,9,52.0,70,22,4
classic_baseline,9,53.0,82,5,4
classic_baseline,9,53.0,92,62,4
classic_baseline,9,53.0,2,7,3
classic_baseline,9,53.0,10,40,4
classic_baseline,9,53.0,77,38,2
classic_baseline,9,54.0,8,52,2
classic_baseline,9,54.0,46,85,2
classic_baseline,9,54.0,84,11,8
classic_baseline,9,54.0,50,92,5
classic_baseline,9,54.0,17,30,7
classic_baseline,9,55.0,94,64,7
classic_baseline,9,55.0,15,66,4
classic_baseline,9,55.0,85,74,4
classic_baseline,9,55.0,99,67,6
classic_baseline,9,55.0,32,63,1
classic_baseline,9,56.0,11,30,6
classic_baseline,9,56.0,76,15,2
classic_baseline,9,56.0,98,40,5
classic_baseline,9,56.0,42,74,7
classic_baseline,9,56.0,94,49,2
classic_baseline,9,57.0,95,30,6
classic_baseline,9,57.0,18,13,3
classic_baseline,9,57.0,22,27,3
classic_baseline,9,57.0,35,56,1
classic_baseline,9,57.0,52,32,3
classic_baseline,9,58.0,75,7,7
classic_baseline,9,58.0,62,68,3
classic_baseline,9,58.0,47,89,3
classic_baseline,9,58.0,14,40,7
classic_baseline,9,58.0,69,54,6
classic_baseline,9,59.0,60,87,4
classic_baseline,9,59.0,31,35,3
classic_baseline,9,59.0,18,46,2
classic_baseline,9,59.0,60,91,3
classic_baseline,9,59.0,2,82,5
classic_baseline,9,60.0,77,4,5
classic_baseline,9,60.0,6,88,3
classic_baseline,9,60.0,85,30,1
classic_baseline,9,60.0,32,70,5
classic_baseline,9,60.0,49,39,8
classic_baseline,9,61.0,81,89,3
classic_baseline,9,61.0,46,87,2
classic_baseline,9,61.0,15,68,4
classic_baseline,9,61.0,30,56,4
classic_baseline,9,61.0,49,1,3
classic_baseline,9,62.0,50,32,5
classic_baseline,9,62.0,38,11,6
classic_baseline,9,62.0,96,30,3
classic_baseline,9,62.0,38,26,4
classic_baseline,9,62.0,20,56,2
classic_baseline,9,63.0,80,40,4
classic_baseline,9,63.0,98,82,7
classic_baseline,9,63.0,52,4,3
classic_baseline,9,63.0,35,10,5
classic_baseline,9,63.0,99,62,6
classic_baseline,9,64.0,60,94,5
classic_baseline,9,64.0,52,42,2
classic_baseline,9,64.0,91,54,4
classic_baseline,9,64.0,12,20,5
classic_baseline,9,64.0,89,33,3
classic_baseline,9,65.0,64,8,4
classic_baseline,9,65.0,45,53,2
classic_baseline,9,65.0,77,93,1
classic_baseline,9,65.0,70,94,2
classic_baseline,9,65.0,41,58,5
classic_baseline,9,66.0,88,3,5
classic_baseline,9,66.0,97,6,4
classic_baseline,9,66.0,82,23,6
classic_baseline,9,66.0,80,56,3
classic_baseline,9,66.0,82,17,6
classic_baseline,9,67.0,0,51,4
classic_baseline,9,67.0,25,80,6
classic_baseline,9,67.0,39,40,6
classic_baseline,9,67.0,73,10,8
classic_baseline,9,67.0,14,20,4
classic_baseline,9,68.0,31,66,4
classic_baseline,9,68.0,91,98,4
classic_baseline,9,68.0,83,97,8
classic_baseline,9,68.0,16,76,2
classic_baseline,9,68.0,87,52,2
classic_baseline,9,69.0,40,57,3
classic_baseline,9,69.0,61,94,5
classic_baseline,9,69.0,17,33,2
classic_baseline,9,69.0,22,87,2
classic_baseline,9,69.0,75,41,1
classic_baseline,9,70.0,36,25,7
classic_baseline,9,70.0,10,53,5
classic_baseline,9,70.0,47,23,7
classic_baseline,9,70.0,50,48,5
classic_baseline,9,70.0,73,28,3
classic_baseline,9,71.0,2,71,1
classic_baseline,9,71.0,82,78,5
classic_baseline,9,71.0,80,29,2
classic_baseline,9,71.0,25,33,7
classic_baseline,9,71.0,89,21,4
classic_baseline,9,72.0,6,51,4
classic_baseline,9,72.0,79,54,5
classic_baseline,9,72.0,76,33,4
classic_baseline,9,72.0,19,11,7
classic_baseline,9,72.0,47,21,4
classic_baseline,9,73.0,72,15,3
classic_baseline,9,73.0,1,91,4
classic_baseline,9,73.0,67,55,6
classic_baseline,9,73.0,98,58,6
classic_baseline,9,73.0,86,63,9
classic_baseline,9,74.0,15,28,4
classic_baseline,9,74.0,91,26,4
classic_baseline,9,74.0,24,34,2
classic_baseline,9,74.0,36,95,3
classic_baseline,9,74.0,63,48,2
classic_baseline,9,75.0,16,55,2
classic_baseline,9,75.0,26,76,6
classic_baseline,9,75.0,27,36,3
classic_baseline,9,75.0,93,86,5
classic_baseline,9,75.0,24,53,4
classic_baseline,9,76.0,23,52,6
classic_baseline,9,76.0,18,3,3
classic_baseline,9,76.0,37,33,2
classic_baseline,9,76.0,30,79,9
classic_baseline,9,76.0,57,31,2
classic_baseline,9,77.0,47,74,3
classic_baseline,9,77.0,87,82,5
classic_baseline,9,77.0,58,10,1
classic_baseline,9,77.0,1,60,7
classic_baseline,9,77.0,17,41,1
classic_baseline,9,78.0,88,50,2
classic_baseline,9,78.0,87,27,4
classic_baseline,9,78.0,91,49,4
classic_baseline,9,78.0,94,76,2
classic_baseline,9,78.0,32,9,1
classic_baseline,9,79.0,12,71,3
classic_baseline,9,79.0,7,6,4
classic_baseline,9,79.0,42,30,6
classic_baseline,9,79.0,60,45,6
classic_baseline,9,79.0,77,85,4
classic_baseline,9,80.0,76,90,2
classic_baseline,9,80.0,95,5,4
classic_baseline,9,80.0,0,32,3
classic_baseline,9,80.0,64,79,4
classic_baseline,9,80.0,48,38,4
classic_baseline,9,81.0,50,85,2
classic_baseline,9,81.0,47,16,2
classic_baseline,9,81.0,71,5,3
classic_baseline,9,81.0,74,22,5
classic_baseline,9,81.0,33,21,1
classic_baseline,9,82.0,64,63,4
classic_baseline,9,82.0,43,59,5
classic_baseline,9,82.0,16,11,2
classic_baseline,9,82.0,40,90,7
classic_baseline,9,82.0,67,55,4
classic_baseline,9,83.0,18,33,7
classic_baseline,9,83.0,14,40,7
classic_baseline,9,83.0,5,16,3
classic_baseline,9,83.0,63,35,6
classic_baseline,9,83.0,95,46,3
classic_baseline,9,84.0,55,36,4
classic_baseline,9,84.0,33,78,4
classic_baseline,9,84.0,97,33,1
classic_baseline,9,84.0,66,40,7
classic_baseline,9,84.0,55,21,5
classic_baseline,9,85.0,40,94,8
classic_baseline,9,85.0,62,97,5
classic_baseline,9,85.0,19,71,2
classic_baseline,9,85.0,84,81,4
classic_baseline,9,85.0,56,6,3
classic_baseline,9,86.0,24,19,2
classic_baseline,9,86.0,6,29,6
classic_baseline,9,86.0,23,4,3
classic_baseline,9,86.0,60,33,6
classic_baseline,9,86.0,20,90,7
classic_baseline,9,87.0,59,55,2
classic_baseline,9,87.0,14,63,6
classic_baseline,9,87.0,5,56,3
classic_baseline,9,87.0,45,90,4
classic_baseline,9,87.0,71,62,1
classic_baseline,9,88.0,58,63,7
classic_baseline,9,88.0,14,92,3
classic_baseline,9,88.0,18,15,3
classic_baseline,9,88.0,44,11,6
classic_baseline,9,88.0,26,36,6
classic_baseline,9,89.0,23,21,3
classic_baseline,9,89.0,95,65,5
classic_baseline,9,89.0,34,72,5
classic_baseline,9,89.0,84,74,2
classic_baseline,9,89.0,27,74,6
classic_baseline,9,90.0,0,67,5
classic_baseline,9,90.0,98,73,7
classic_baseline,9,90.0,23,53,4
classic_baseline,9,90.0,9,31,5
classic_baseline,9,90.0,98,63,8
classic_baseline,9,91.0,86,12,3
classic_baseline,9,91.0,42,3,2
classic_baseline,9,91.0,50,47,6
classic_baseline,9,91.0,75,13,4
classic_baseline,9,91.0,41,19,3
classic_baseline,9,92.0,3,10,2
classic_baseline,9,92.0,58,90,5
classic_baseline,9,92.0,84,61,6
classic_baseline,9,92.0,58,80,2
classic_baseline,9,92.0,34,76,7
classic_baseline,9,93.0,84,0,4
classic_baseline,9,93.0,42,5,2
classic_baseline,9,93.0,83,79,3
classic_baseline,9,93.0,57,41,4
classic_baseline,9,93.0,93,72,2
classic_baseline,9,94.0,16,27,7
classic_baseline,9,94.0,36,41,3
classic_baseline,9,94.0,7,95,7
classic_baseline,9,94.0,9,70,4
classic_baseline,9,94.0,77,48,4
classic_baseline,9,95.0,11,51,4
classic_baseline,9,95.0,32,22,1
classic_baseline,9,95.0,30,98,2
classic_baseline,9,95.0,51,11,4
classic_baseline,9,95.0,2,26,6
classic_baseline,9,96.0,20,49,2
classic_baseline,9,96.0,99,51,2
classic_baseline,9,96.0,96,83,6
classic_baseline,9,96.0,19,15,3
classic_baseline,9,96.0,38,62,2
classic_baseline,9,97.0,55,94,5
classic_baseline,9,97.0,39,87,5
classic_baseline,9,97.0,77,16,6
classic_baseline,9,97.0,45,85,3
classic_baseline,9,97.0,12,47,3
classic_baseline,9,98.0,65,25,6
classic_baseline,9,98.0,62,57,3
classic_baseline,9,98.0,49,60,7
classic_baseline,9,98.0,34,72,6
classic_baseline,9,98.0,76,54,8
classic_baseline,9,99.0,11,96,5
classic_baseline,9,99.0,54,47,7
classic_baseline,9,99.0,78,23,3
classic_baseline,9,99.0,55,80,3
classic_baseline,9,99.0,54,11,7
classic_baseline,9,100.0,5,65,2
classic_baseline,9,100.0,43,59,4
classic_baseline,9,100.0,86,28,2
classic_baseline,9,100.0,91,19,2
