method,run_id,time,source,target,hop_count
classic_baseline,4,163.0,51,4,4
classic_baseline,4,164.0,50,42,5
classic_baseline,4,164.0,6,95,6
classic_baseline,4,164.0,60,34,4
classic_baseline,4,164.0,43,38,3
classic_baseline,4,164.0,39,35,2
classic_baseline,4,165.0,62,89,3
classic_baseline,4,165.0,87,12,3
classic_baseline,4,165.0,29,17,4
classic_baseline,4,165.0,38,95,2
classic_baseline,4,165.0,56,99,4
classic_baseline,4,166.0,41,34,8
classic_baseline,4,166.0,93,53,2
classic_baseline,4,166.0,77,82,6
classic_baseline,4,166.0,11,24,2
classic_baseline,4,166.0,56,27,1
classic_baseline,4,167.0,52,94,3
classic_baseline,4,167.0,62,97,5
classic_baseline,4,167.0,66,47,4
classic_baseline,4,167.0,7,65,7
classic_baseline,4,167.0,20,8,5
classic_baseline,4,168.0,39,90,3
classic_baseline,4,168.0,64,51,4
classic_baseline,4,168.0,17,99,8
classic_baseline,4,168.0,3,22,3
classic_baseline,4,168.0,7,31,3
classic_baseline,4,169.0,4,58,4
classic_baseline,4,169.0,6,46,2
classic_baseline,4,169.0,35,47,5
classic_baseline,4,169.0,59,64,2
classic_baseline,4,169.0,50,81,6
classic_baseline,4,170.0,15,87,4
classic_baseline,4,170.0,3,30,7
classic_baseline,4,170.0,47,62,5
classic_baseline,4,170.0,76,57,3
classic_baseline,4,170.0,22,60,3
classic_baseline,4,171.0,75,70,2
classic_baseline,4,171.0,44,20,4
classic_baseline,4,171.0,33,95,4
classic_baseline,4,171.0,88,11,4
classic_baseline,4,171.0,36,3,1
classic_baseline,4,172.0,49,6,3
classic_baseline,4,172.0,20,73,1
classic_baseline,4,172.0,99,27,5
classic_baseline,4,172.0,28,82,4
classic_baseline,4,172.0,28,86,3
classic_baseline,4,173.0,26,34,4
classic_baseline,4,173.0,83,52,5
classic_baseline,4,173.0,65,2,7
classic_baseline,4,173.0,99,98,3
classic_baseline,4,173.0,87,1,2
classic_baseline,4,174.0,60,16,3
classic_baseline,4,174.0,82,22,1
classic_baseline,4,174.0,76,1,5
classic_baseline,4,174.0,28,32,2
classic_baseline,4,174.0,77,39,3
classic_baseline,4,175.0,91,90,2
classic_baseline,4,175.0,82,35,2
classic_baseline,4,175.0,54,48,5
classic_baseline,4,175.0,44,58,5
classic_baseline,4,175.0,32,27,2
classic_baseline,4,176.0,59,38,5
classic_baseline,4,176.0,86,66,3
classic_baseline,4,176.0,79,50,4
classic_baseline,4,176.0,74,13,5
classic_baseline,4,176.0,0,65,4
classic_baseline,4,177.0,84,47,5
classic_baseline,4,177.0,71,82,5
classic_baseline,4,177.0,76,77,6
classic_baseline,4,177.0,36,38,3
classic_baseline,4,177.0,87,13,4
classic_baseline,4,178.0,61,8,4
classic_baseline,4,178.0,43,35,3
classic_baseline,4,178.0,81,41,9
classic_baseline,4,178.0,35,33,3
classic_baseline,4,178.0,83,91,1
classic_baseline,4,179.0,83,38,5
classic_baseline,4,179.0,24,19,3
classic_baseline,4,179.0,66,97,3
classic_baseline,4,179.0,30,7,6
classic_baseline,4,179.0,76,51,3
classic_baseline,4,180.0,84,40,6
classic_baseline,4,180.0,87,17,2
classic_baseline,4,180.0,92,3,8
classic_baseline,4,180.0,83,63,6
classic_baseline,4,180.0,37,33,6
classic_baseline,4,181.0,53,51,4
classic_baseline,4,181.0,49,94,3
classic_baseline,4,181.0,4,74,3
classic_baseline,4,181.0,90,73,2
classic_baseline,4,181.0,24,43,3
classic_baseline,4,182.0,92,91,7
classic_baseline,4,182.0,28,87,2
classic_baseline,4,182.0,68,81,8
classic_baseline,4,182.0,60,85,2
classic_baseline,4,182.0,45,64,5
classic_baseline,4,183.0,38,21,5
classic_baseline,4,183.0,84,71,7
classic_baseline,4,183.0,23,37,6
classic_baseline,4,183.0,12,60,3
classic_baseline,4,183.0,16,94,5
classic_baseline,4,184.0,33,92,8
classic_baseline,4,184.0,71,97,1
classic_baseline,4,184.0,23,87,5
classic_baseline,4,184.0,42,83,4
classic_baseline,4,184.0,11,28,3
classic_baseline,4,185.0,45,28,2
classic_baseline,4,185.0,95,39,4
classic_baseline,4,185.0,53,42,4
classic_baseline,4,185.0,47,33,4
classic_baseline,4,185.0,74,37,1
classic_baseline,4,186.0,59,15,7
classic_baseline,4,186.0,60,6,1
classic_baseline,4,186.0,81,74,1
classic_baseline,4,186.0,74,79,3
classic_baseline,4,186.0,9,60,7
classic_baseline,4,187.0,24,64,3
classic_baseline,4,187.0,48,67,8
classic_baseline,4,187.0,38,52,1
classic_baseline,4,187.0,6,19,3
classic_baseline,4,187.0,17,25,3
classic_baseline,4,188.0,43,52,2
classic_baseline,4,188.0,72,58,4
classic_baseline,4,188.0,18,40,5
classic_baseline,4,188.0,91,23,2
classic_baseline,4,188.0,99,10,3
classic_baseline,4,189.0,62,42,5
classic_baseline,4,189.0,80,22,6
classic_baseline,4,189.0,40,81,4
classic_baseline,4,189.0,7,0,3
classic_baseline,4,189.0,57,35,4
classic_baseline,4,190.0,26,97,9
classic_baseline,4,190.0,99,21,8
classic_baseline,4,190.0,73,97,6
classic_baseline,4,190.0,20,62,5
classic_baseline,4,190.0,97,99,4
classic_baseline,4,191.0,11,16,4
classic_baseline,4,191.0,78,55,2
classic_baseline,4,191.0,81,54,8
classic_baseline,4,191.0,51,54,3
classic_baseline,4,191.0,61,49,3
classic_baseline,4,192.0,0,4,1
classic_baseline,4,192.0,68,25,6
classic_baseline,4,192.0,93,47,2
classic_baseline,4,192.0,1,41,7
classic_baseline,4,192.0,96,67,6
classic_baseline,4,193.0,24,2,3
classic_baseline,4,193.0,86,0,3
classic_baseline,4,193.0,80,93,6
classic_baseline,4,193.0,31,28,3
classic_baseline,4,193.0,88,44,4
classic_baseline,4,194.0,39,16,3
classic_baseline,4,194.0,13,49,2
classic_baseline,4,194.0,64,75,5
classic_baseline,4,194.0,39,21,2
classic_baseline,4,194.0,8,5,7
classic_baseline,4,195.0,38,37,3
classic_baseline,4,195.0,58,93,6
classic_baseline,4,195.0,66,76,8
classic_baseline,4,195.0,67,43,2
classic_baseline,4,195.0,55,87,9
classic_baseline,4,196.0,17,43,3
classic_baseline,4,196.0,62,45,1
classic_baseline,4,196.0,96,24,5
classic_baseline,4,196.0,21,51,1
classic_baseline,4,196.0,2,29,4
classic_baseline,4,197.0,28,93,6
classic_baseline,4,197.0,16,27,3
classic_baseline,4,197.0,93,2,7
classic_baseline,4,197.0,75,64,4
classic_baseline,4,197.0,21,15,3
classic_baseline,4,198.0,46,91,4
classic_baseline,4,198.0,83,4,5
classic_baseline,4,198.0,48,81,2
classic_baseline,4,198.0,32,98,2
classic_baseline,4,198.0,68,79,4
classic_baseline,4,199.0,6,76,5
classic_baseline,4,199.0,13,83,2
classic_baseline,4,199.0,2,6,4
classic_baseline,4,199.0,70,32,8
classic_baseline,4,199.0,60,89,5
classic_baseline,4,200.0,19,26,3
classic_baseline,4,200.0,88,87,3
classic_baseline,4,200.0,80,1,1
classic_baseline,4,200.0,38,53,3
classic_baseline,4,200.0,34,79,5
classic_baseline,4,201.0,77,89,7
classic_baseline,4,201.0,17,53,3
classic_baseline,4,201.0,13,65,2
classic_baseline,4,201.0,92,79,4
classic_baseline,4,201.0,15,36,4
classic_baseline,4,202.0,14,13,3
classic_baseline,4,202.0,99,33,9
classic_baseline,4,202.0,45,90,3
classic_baseline,4,202.0,52,37,3
classic_baseline,4,202.0,20,5,2
classic_baseline,4,203.0,70,63,6
classic_baseline,4,203.0,26,88,3
classic_baseline,4,203.0,61,42,5
classic_baseline,4,203.0,30,0,6
classic_baseline,4,203.0,11,14,4
classic_baseline,4,204.0,63,19,4
classic_baseline,4,204.0,11,99,5
classic_baseline,4,204.0,65,9,1
classic_baseline,4,204.0,92,12,4
classic_baseline,4,204.0,32,82,5
classic_baseline,4,205.0,37,33,2
classic_baseline,4,205.0,59,6,8
classic_baseline,4,205.0,12,22,6
classic_baseline,4,205.0,5,37,2
classic_baseline,4,205.0,46,86,3
classic_baseline,4,206.0,40,54,7
classic_baseline,4,206.0,94,14,5
classic_baseline,4,206.0,12,97,7
classic_baseline,4,206.0,5,1,2
classic_baseline,4,206.0,82,21,4
classic_baseline,4,207.0,42,45,4
classic_baseline,4,207.0,56,79,4
classic_baseline,4,207.0,34,93,5
classic_baseline,4,207.0,11,47,3
classic_baseline,4,207.0,43,23,2
classic_baseline,4,208.0,14,51,4
classic_baseline,4,208.0,51,58,1
classic_baseline,4,208.0,34,49,4
classic_baseline,4,208.0,88,61,4
classic_baseline,4,208.0,53,83,3
classic_baseline,4,209.0,21,14,3
classic_baseline,4,209.0,16,89,3
classic_baseline,4,209.0,92,7,5
classic_baseline,4,209.0,20,13,2
classic_baseline,4,209.0,53,75,4
classic_baseline,4,210.0,61,72,2
classic_baseline,4,210.0,86,56,5
classic_baseline,4,210.0,23,78,5
classic_baseline,4,210.0,48,99,3
classic_baseline,4,210.0,45,78,1
classic_baseline,4,211.0,3,87,2
classic_baseline,4,211.0,93,16,1
classic_baseline,4,211.0,61,62,2
classic_baseline,4,211.0,14,52,5
classic_baseline,4,211.0,56,5,4
classic_baseline,4,212.0,8,33,4
classic_baseline,4,212.0,83,40,5
classic_baseline,4,212.0,1,90,3
classic_baseline,4,212.0,86,67,3
classic_baseline,4,212.0,98,95,3
classic_baseline,4,213.0,73,92,7
classic_baseline,4,213.0,72,28,3
classic_baseline,4,213.0,85,43,4
classic_baseline,4,213.0,66,88,5
classic_baseline,4,213.0,89,79,4
classic_baseline,4,214.0,12,55,6
classic_baseline,4,214.0,84,93,7
classic_baseline,4,214.0,31,61,2
classic_baseline,4,214.0,44,84,6
classic_baseline,4,214.0,86,82,3
classic_baseline,4,215.0,49,19,3
classic_baseline,4,215.0,71,78,4
classic_baseline,4,215.0,6,1,4
classic_baseline,4,215.0,82,20,6
classic_baseline,4,215.0,64,60,1
classic_baseline,4,216.0,63,21,5
classic_baseline,4,216.0,9,96,9
classic_baseline,4,216.0,62,41,7
classic_baseline,4,216.0,30,42,7
classic_baseline,4,216.0,35,6,6
classic_baseline,4,217.0,64,28,4
classic_baseline,4,217.0,70,82,3
classic_baseline,4,217.0,48,51,5
classic_baseline,4,217.0,30,10,4
classic_baseline,4,217.0,58,56,6
classic_baseline,4,218.0,73,57,5
classic_baseline,4,218.0,11,63,4
classic_baseline,4,218.0,57,40,3
classic_baseline,4,218.0,15,63,3
classic_baseline,4,218.0,95,83,4
classic_baseline,4,219.0,2,13,5
classic_baseline,4,219.0,51,52,2
classic_baseline,4,219.0,4,71,5
classic_baseline,4,219.0,70,0,4
classic_baseline,4,219.0,11,77,4
classic_baseline,4,220.0,79,81,1
classic_baseline,4,220.0,38,65,6
classic_baseline,4,220.0,71,26,5
classic_baseline,4,220.0,83,85,4
classic_baseline,4,220.0,58,43,1
classic_baseline,4,221.0,46,6,3
classic_baseline,4,221.0,28,58,7
classic_baseline,4,221.0,42,71,7
classic_baseline,4,221.0,98,79,3
classic_baseline,4,221.0,76,60,4
classic_baseline,4,222.0,91,84,8
classic_baseline,4,222.0,46,91,4
classic_baseline,4,222.0,57,14,7
classic_baseline,4,222.0,12,97,1
classic_baseline,4,222.0,84,28,3
classic_baseline,4,223.0,0,43,1
classic_baseline,4,223.0,45,81,2
classic_baseline,4,223.0,37,70,8
classic_baseline,4,223.0,66,47,3
classic_baseline,4,223.0,89,13,2
classic_baseline,4,224.0,5,21,2
classic_baseline,4,224.0,63,17,1
classic_baseline,4,224.0,91,95,5
classic_baseline,4,224.0,92,52,4
classic_baseline,4,224.0,13,32,6
classic_baseline,4,225.0,78,25,4
classic_baseline,4,225.0,24,15,5
classic_baseline,4,225.0,50,27,2
classic_baseline,4,225.0,58,24,7
classic_baseline,4,225.0,91,43,3
classic_baseline,4,226.0,13,96,7
classic_baseline,4,226.0,53,5,6
classic_baseline,4,226.0,81,86,4
classic_baseline,4,226.0,75,15,6
classic_baseline,4,226.0,98,57,4
classic_baseline,4,227.0,58,84,4
classic_baseline,4,227.0,75,64,6
classic_baseline,4,227.0,17,63,1
classic_baseline,4,227.0,0,67,2
classic_baseline,4,227.0,70,55,7
classic_baseline,4,228.0,74,61,3
classic_baseline,4,228.0,65,99,7
classic_baseline,4,228.0,22,88,2
classic_baseline,4,228.0,74,22,4
classic_baseline,4,228.0,93,16,1
classic_baseline,4,229.0,13,49,3
classic_baseline,4,229.0,84,76,4
classic_baseline,4,229.0,77,41,7
classic_baseline,4,229.0,64,49,6
classic_baseline,4,229.0,53,77,2
classic_baseline,4,230.0,88,97,3
classic_baseline,4,230.0,31,35,4
classic_baseline,4,230.0,50,43,6
classic_baseline,4,230.0,37,57,2
classic_baseline,4,230.0,17,52,6
classic_baseline,4,231.0,77,89,4
classic_baseline,4,231.0,95,65,7
classic_baseline,4,231.0,38,89,4
classic_baseline,4,231.0,70,40,8
classic_baseline,4,231.0,91,94,4
classic_baseline,4,232.0,70,80,1
classic_baseline,4,232.0,27,25,5
classic_baseline,4,232.0,26,79,1
classic_baseline,4,232.0,91,37,3
classic_baseline,4,232.0,86,16,5
classic_baseline,4,233.0,90,83,5
classic_baseline,4,233.0,22,64,3
classic_baseline,4,233.0,69,88,3
classic_baseline,4,233.0,81,41,6
classic_baseline,4,233.0,90,14,2
classic_baseline,4,234.0,97,45,1
classic_baseline,4,234.0,71,61,1
classic_baseline,4,234.0,74,73,4
classic_baseline,4,234.0,85,90,4
classic_baseline,4,234.0,53,86,5
classic_baseline,4,235.0,95,68,6
classic_baseline,4,235.0,36,54,2
classic_baseline,4,235.0,1,66,5
classic_baseline,4,235.0,13,3,1
classic_baseline,4,235.0,48,18,3
classic_baseline,4,236.0,6,85,4
classic_baseline,4,236.0,7,25,2
classic_baseline,4,236.0,20,36,3
classic_baseline,4,236.0,87,32,6
classic_baseline,4,236.0,18,7,4
classic_baseline,4,237.0,88,37,2
classic_baseline,4,237.0,26,96,3
classic_baseline,4,237.0,69,4,2
classic_baseline,4,237.0,45,57,2
classic_baseline,4,237.0,13,78,3
classic_baseline,4,238.0,86,94,3
classic_baseline,4,238.0,71,28,1
classic_baseline,4,238.0,95,82,6
classic_baseline,4,238.0,30,65,7
classic_baseline,4,238.0,89,36,1
classic_baseline,4,239.0,88,85,3
classic_baseline,4,239.0,6,48,5
classic_baseline,4,239.0,49,53,6
classic_baseline,4,239.0,87,40,4
classic_baseline,4,239.0,70,6,6
classic_baseline,4,240.0,1,95,8
classic_baseline,4,240.0,32,25,6
classic_baseline,4,240.0,79,99,4
classic_baseline,4,240.0,56,28,4
classic_baseline,4,240.0,81,90,3
classic_baseline,4,241.0,90,82,5
classic_baseline,4,241.0,47,96,8
classic_baseline,4,241.0,75,69,7
classic_baseline,4,241.0,94,77,5
classic_baseline,4,241.0,25,99,7
classic_baseline,4,242.0,92,24,8
classic_baseline,4,242.0,37,57,1
classic_baseline,4,242.0,22,87,4
classic_baseline,4,242.0,9,23,4
classic_baseline,4,242.0,22,94,4
classic_baseline,4,243.0,65,15,4
classic_baseline,4,243.0,48,5,4
classic_baseline,4,243.0,54,35,7
classic_baseline,4,243.0,71,33,8
classic_baseline,4,243.0,16,20,6
classic_baseline,4,244.0,74,32,4
classic_baseline,4,244.0,0,42,1
classic_baseline,4,244.0,59,90,5
classic_baseline,4,244.0,19,5,2
classic_baseline,4,244.0,19,41,6
classic_baseline,4,245.0,76,6,5
classic_baseline,4,245.0,99,80,1
classic_baseline,4,245.0,78,84,4
classic_baseline,4,245.0,38,62,2
classic_baseline,4,245.0,73,70,5
classic_baseline,4,246.0,45,9,6
classic_baseline,4,246.0,90,40,4
classic_baseline,4,246.0,67,28,9
classic_baseline,4,246.0,23,66,5
classic_baseline,4,246.0,8,64,3
classic_baseline,4,247.0,20,53,5
classic_baseline,4,247.0,69,68,2
classic_baseline,4,247.0,51,11,5
classic_baseline,4,247.0,44,28,10
classic_baseline,4,247.0,27,84,5
classic_baseline,4,248.0,42,46,4
classic_baseline,4,248.0,37,27,5
classic_baseline,4,248.0,96,79,5
classic_baseline,4,248.0,67,60,4
classic_baseline,4,248.0,71,96,9
classic_baseline,4,249.0,83,1,4
classic_baseline,4,249.0,14,85,4
classic_baseline,4,249.0,30,82,2
classic_baseline,4,249.0,78,79,2
classic_baseline,4,249.0,31,5,4
classic_baseline,4,250.0,87,41,5
classic_baseline,4,250.0,48,14,5
classic_baseline,4,250.0,49,32,8
classic_baseline,4,250.0,69,92,3
classic_baseline,4,250.0,36,3,1
classic_baseline,4,251.0,66,98,2
classic_baseline,4,251.0,47,65,7
classic_baseline,4,251.0,65,57,6
classic_baseline,4,251.0,62,5,4
classic_baseline,4,251.0,37,83,1
classic_baseline,4,252.0,24,41,11
classic_baseline,4,252.0,65,10,5
classic_baseline,4,252.0,12,21,3
classic_baseline,4,252.0,98,68,3
classic_baseline,4,252.0,68,0,2
classic_baseline,4,253.0,80,8,6
classic_baseline,4,253.0,80,99,1
classic_baseline,4,253.0,27,87,4
classic_baseline,4,253.0,54,13,2
classic_baseline,4,253.0,89,94,4
classic_baseline,4,254.0,99,55,9
classic_baseline,4,254.0,82,9,5
classic_baseline,4,254.0,95,87,6
classic_baseline,4,254.0,19,3,1
classic_baseline,4,254.0,58,91,3
classic_baseline,4,255.0,42,4,4
classic_baseline,4,255.0,11,9,2
classic_baseline,4,255.0,6,22,2
classic_baseline,4,255.0,32,71,3
classic_baseline,4,255.0,9,73,2
classic_baseline,4,256.0,29,33,4
classic_baseline,4,256.0,52,49,5
classic_baseline,4,256.0,57,80,6
classic_baseline,4,256.0,51,55,7
classic_baseline,4,256.0,40,2,3
classic_baseline,4,257.0,49,86,1
classic_baseline,4,257.0,15,68,3
classic_baseline,4,257.0,0,82,3
classic_baseline,4,257.0,92,79,3
classic_baseline,4,257.0,8,96,7
classic_baseline,4,258.0,95,74,2
classic_baseline,4,258.0,5,89,5
classic_baseline,4,258.0,9,45,5
classic_baseline,4,258.0,64,13,5
classic_baseline,4,258.0,37,87,5
classic_baseline,4,259.0,38,77,4
classic_baseline,4,259.0,11,36,1
classic_baseline,4,259.0,97,56,3
classic_baseline,4,259.0,48,50,3
classic_baseline,4,259.0,84,3,3
classic_baseline,4,260.0,60,20,5
classic_baseline,4,260.0,68,28,3
classic_baseline,4,260.0,17,95,7
classic_baseline,4,260.0,50,69,3
classic_baseline,4,260.0,37,81,2
classic_baseline,4,261.0,18,38,1
classic_baseline,4,261.0,82,47,4
classic_baseline,4,261.0,1,70,3
classic_baseline,4,261.0,71,18,4
classic_baseline,4,261.0,15,5,5
classic_baseline,4,262.0,0,73,2
classic_baseline,4,262.0,76,50,5
classic_baseline,4,262.0,68,70,4
classic_baseline,4,262.0,10,39,3
classic_baseline,4,262.0,26,95,3
classic_baseline,4,263.0,94,92,4
classic_baseline,4,263.0,44,27,8
classic_baseline,4,263.0,52,82,3
classic_baseline,4,263.0,65,18,6
classic_baseline,4,263.0,20,23,1
classic_baseline,4,264.0,28,78,3
classic_baseline,4,264.0,32,24,2
classic_baseline,4,264.0,14,23,5
classic_baseline,4,264.0,85,72,1
classic_baseline,4,264.0,6,96,8
classic_baseline,4,265.0,70,59,5
classic_baseline,4,265.0,82,70,4
classic_baseline,4,265.0,9,37,6
classic_baseline,4,265.0,85,8,5
classic_baseline,4,265.0,32,12,4
classic_baseline,4,266.0,25,92,2
classic_baseline,4,266.0,74,62,1
classic_baseline,4,266.0,42,45,5
classic_baseline,4,266.0,16,85,1
classic_baseline,4,266.0,83,30,5
classic_baseline,4,267.0,12,36,1
classic_baseline,4,267.0,24,40,8
classic_baseline,4,267.0,62,57,1
classic_baseline,4,267.0,42,78,3
classic_baseline,4,267.0,84,39,1
classic_baseline,4,268.0,88,74,3
classic_baseline,4,268.0,19,72,3
classic_baseline,4,268.0,72,46,1
classic_baseline,4,268.0,40,54,3
classic_baseline,4,268.0,21,0,1
classic_baseline,4,269.0,40,31,6
classic_baseline,4,269.0,28,91,3
classic_baseline,4,269.0,94,82,2
classic_baseline,4,269.0,55,35,4
classic_baseline,4,269.0,46,17,4
classic_baseline,4,270.0,86,93,3
classic_baseline,4,270.0,42,61,6
classic_baseline,4,270.0,59,57,5
classic_baseline,4,270.0,45,99,3
classic_baseline,4,270.0,39,62,2
classic_baseline,4,271.0,70,13,4
classic_baseline,4,271.0,22,82,2
classic_baseline,4,271.0,77,10,2
classic_baseline,4,271.0,35,17,6
classic_baseline,4,271.0,68,25,2
classic_baseline,4,272.0,33,93,2
classic_baseline,4,272.0,80,9,7
classic_baseline,4,272.0,93,9,4
classic_baseline,4,272.0,2,64,5
classic_baseline,4,272.0,80,3,6
classic_baseline,4,273.0,74,51,5
classic_baseline,4,273.0,98,75,5
classic_baseline,4,273.0,27,4,4
classic_baseline,4,273.0,70,33,2
classic_baseline,4,273.0,69,60,2
classic_baseline,4,274.0,83,99,7
classic_baseline,4,274.0,19,46,4
classic_baseline,4,274.0,50,28,3
classic_baseline,4,274.0,98,75,5
classic_baseline,4,274.0,93,37,4
classic_baseline,4,275.0,17,59,4
classic_baseline,4,275.0,64,65,6
classic_baseline,4,275.0,11,50,2
classic_baseline,4,275.0,46,64,1
classic_baseline,4,275.0,1,84,3
classic_baseline,4,276.0,30,78,3
classic_baseline,4,276.0,87,21,2
classic_baseline,4,276.0,96,65,4
classic_baseline,4,276.0,17,57,4
classic_baseline,4,276.0,20,22,3
classic_baseline,4,277.0,72,84,1
classic_baseline,4,277.0,18,94,2
classic_baseline,4,277.0,93,61,5
classic_baseline,4,277.0,45,5,6
classic_baseline,4,277.0,28,97,4
classic_baseline,4,278.0,62,29,5
classic_baseline,4,278.0,8,33,6
classic_baseline,4,278.0,47,29,4
classic_baseline,4,278.0,5,85,3
classic_baseline,4,278.0,26,66,6
classic_baseline,4,279.0,46,49,3
classic_baseline,4,279.0,60,58,3
classic_baseline,4,279.0,5,83,5
classic_baseline,4,279.0,41,13,5
classic_baseline,4,279.0,90,66,2
classic_baseline,4,280.0,81,35,3
classic_baseline,4,280.0,94,33,4
classic_baseline,4,280.0,74,69,3
classic_baseline,4,280.0,72,22,5
classic_baseline,4,280.0,48,83,5
classic_baseline,4,281.0,48,46,5
classic_baseline,4,281.0,75,83,1
classic_baseline,4,281.0,9,66,3
classic_baseline,4,281.0,32,48,8
classic_baseline,4,281.0,28,66,4
classic_baseline,4,282.0,51,45,3
classic_baseline,4,282.0,44,62,4
classic_baseline,4,282.0,61,77,2
classic_baseline,4,282.0,0,64,5
classic_baseline,4,282.0,17,56,6
classic_baseline,4,283.0,21,29,3
classic_baseline,4,283.0,9,65,1
classic_baseline,4,283.0,82,35,2
classic_baseline,4,283.0,27,19,4
classic_baseline,4,283.0,23,20,3
classic_baseline,4,284.0,46,77,1
classic_baseline,4,284.0,91,15,5
classic_baseline,4,284.0,84,29,1
classic_baseline,4,284.0,53,42,4
classic_baseline,4,284.0,92,14,7
classic_baseline,4,285.0,61,86,6
classic_baseline,4,285.0,61,26,6
classic_baseline,4,285.0,75,20,4
classic_baseline,4,285.0,82,52,7
classic_baseline,4,285.0,2,31,5
classic_baseline,4,286.0,5,16,7
classic_baseline,4,286.0,73,75,4
classic_baseline,4,286.0,20,17,5
classic_baseline,4,286.0,80,65,5
classic_baseline,4,286.0,5,73,3
classic_baseline,4,287.0,18,7,2
classic_baseline,4,287.0,21,33,1
classic_baseline,4,287.0,23,66,2
classic_baseline,4,287.0,51,76,6
classic_baseline,4,287.0,72,81,2
classic_baseline,4,288.0,2,92,4
classic_baseline,4,288.0,93,84,2
classic_baseline,4,288.0,36,10,3
classic_baseline,4,288.0,27,57,2
classic_baseline,4,288.0,77,60,1
classic_baseline,4,289.0,61,21,7
classic_baseline,4,289.0,28,52,7
classic_baseline,4,289.0,76,18,5
classic_baseline,4,289.0,74,98,2
classic_baseline,4,289.0,23,79,6
classic_baseline,4,290.0,84,65,2
classic_baseline,4,290.0,33,21,1
classic_baseline,4,290.0,92,87,7
classic_baseline,4,290.0,43,58,6
classic_baseline,4,290.0,76,75,3
classic_baseline,4,291.0,8,29,3
classic_baseline,4,291.0,48,49,5
classic_baseline,4,291.0,16,13,5
classic_baseline,4,291.0,2,25,3
classic_baseline,4,291.0,66,64,2
classic_baseline,4,292.0,87,53,2
classic_baseline,4,292.0,19,77,5
classic_baseline,4,292.0,12,22,3
classic_baseline,4,292.0,60,78,1
classic_baseline,4,292.0,76,4,5
classic_baseline,4,293.0,68,64,3
classic_baseline,4,293.0,96,15,4
classic_baseline,4,293.0,11,61,5
classic_baseline,4,293.0,84,16,4
classic_baseline,4,293.0,77,69,2
classic_baseline,4,294.0,0,99,5
classic_baseline,4,294.0,86,83,7
classic_baseline,4,294.0,55,66,3
classic_baseline,4,294.0,53,47,6
classic_baseline,4,294.0,5,89,5
classic_baseline,4,295.0,67,54,4
classic_baseline,4,295.0,29,61,4
classic_baseline,4,295.0,98,48,5
classic_baseline,4,295.0,44,75,7
classic_baseline,4,295.0,94,97,7
classic_baseline,4,296.0,89,73,2
classic_baseline,4,296.0,12,54,1
classic_baseline,4,296.0,17,32,4
classic_baseline,4,296.0,61,98,2
classic_baseline,4,296.0,29,10,3
classic_baseline,4,297.0,36,76,3
classic_baseline,4,297.0,69,52,1
classic_baseline,4,297.0,32,24,2
classic_baseline,4,297.0,0,90,3
classic_baseline,4,297.0,95,0,3
classic_baseline,4,298.0,73,66,2
classic_baseline,4,298.0,15,66,4
classic_baseline,4,298.0,0,48,3
classic_baseline,4,298.0,88,40,4
classic_baseline,4,298.0,52,46,3
classic_baseline,4,299.0,13,19,5
classic_baseline,4,299.0,54,83,7
classic_baseline,4,299.0,74,32,1
classic_baseline,4,299.0,33,68,4
classic_baseline,4,299.0,54,72,2
classic_baseline,4,300.0,46,78,3
classic_baseline,4,300.0,35,87,7
classic_baseline,4,300.0,50,96,1
classic_baseline,4,300.0,26,52,5
classic_baseline,4,300.0,70,71,2
classic_baseline,8,1.0,61,22,3
classic_baseline,8,1.0,47,71,6
classic_baseline,8,1.0,71,61,5
classic_baseline,8,1.0,32,39,3
classic_baseline,8,1.0,73,44,3
classic_baseline,8,2.0,99,90,6
classic_baseline,8,2.0,50,94,7
classic_baseline,8,2.0,17,84,6
classic_baseline,8,2.0,15,95,6
classic_baseline,8,2.0,29,57,4
classic_baseline,8,3.0,89,20,5
classic_baseline,8,3.0,12,27,7
classic_baseline,8,3.0,65,51,4
classic_baseline,8,3.0,43,70,4
classic_baseline,8,3.0,78,89,3
classic_baseline,8,4.0,87,90,1
classic_baseline,8,4.0,6,20,6
classic_baseline,8,4.0,49,81,5
classic_baseline,8,4.0,0,11,4
classic_baseline,8,4.0,18,60,6
classic_baseline,8,5.0,76,55,3
classic_baseline,8,5.0,11,8,2
classic_baseline,8,5.0,33,28,1
classic_baseline,8,5.0,47,10,6
classic_baseline,8,5.0,77,4,5
classic_baseline,8,6.0,92,49,1
classic_baseline,8,6.0,51,78,5
classic_baseline,8,6.0,83,66,3
classic_baseline,8,6.0,36,91,6
classic_baseline,8,6.0,76,7,5
classic_baseline,8,7.0,99,22,1
classic_baseline,8,7.0,81,63,3
classic_baseline,8,7.0,56,1,6
classic_baseline,8,7.0,25,84,3
classic_baseline,8,7.0,66,36,4
classic_baseline,8,8.0,24,4,5
classic_baseline,8,8.0,76,65,5
classic_baseline,8,8.0,66,89,4
classic_baseline,8,8.0,29,78,2
classic_baseline,8,8.0,21,86,4
classic_baseline,8,9.0,4,46,2
classic_baseline,8,9.0,30,83,2
classic_baseline,8,9.0,0,20,9
classic_baseline,8,9.0,11,35,4
classic_baseline,8,9.0,99,51,2
classic_baseline,8,10.0,45,85,4
classic_baseline,8,10.0,50,51,1
classic_baseline,8,10.0,75,25,3
classic_baseline,8,10.0,66,1,4
