method,run_id,time,source,target,ml_avg_reliability,ml_min_reliability,ml_hops,base_avg_reliability,base_min_reliability,base_hops
paper_baseline,24,48.0,10,95,0.3236257209621483,0.32192299846071104,4,0.3236257209621483,0.32192299846071104,4
paper_baseline,24,48.0,28,93,0.35215024449348736,0.3457495224495094,3,0.35215024449348736,0.3457495224495094,3
paper_baseline,24,48.0,9,41,0.33514715973368453,0.3142182081192857,5,0.33514715973368453,0.3142182081192857,5
paper_baseline,24,48.0,20,64,0.3354016292353629,0.32372888114092846,8,0.3354016292353629,0.32372888114092846,8
paper_baseline,24,49.0,42,35,0.3084528291389255,0.30356141392036506,2,0.3084528291389255,0.30356141392036506,2
paper_baseline,24,49.0,58,80,0.33148791750894835,0.3183738246694239,6,0.33148791750894835,0.3183738246694239,6
paper_baseline,24,49.0,94,65,0.3177718328666011,0.3070887965727638,5,0.3177718328666011,0.3070887965727638,5
paper_baseline,24,49.0,86,99,0.4688003768005452,0.4688003768005452,1,0.4688003768005452,0.4688003768005452,1
paper_baseline,24,49.0,9,90,0.30241482910183415,0.30241482910183415,1,0.30241482910183415,0.30241482910183415,1
paper_baseline,24,50.0,88,40,0.31381460840859776,0.31003755494148844,4,0.31381460840859776,0.31003755494148844,4
paper_baseline,24,50.0,4,55,0.3146455926262495,0.31003755494148844,5,0.3146455926262495,0.31003755494148844,5
paper_baseline,24,50.0,12,90,0.3332673726377478,0.32638693644405703,2,0.3332673726377478,0.32638693644405703,2
paper_baseline,24,50.0,66,40,0.32043424639750745,0.31003755494148844,7,0.32043424639750745,0.31003755494148844,7
paper_baseline,24,50.0,24,71,0.32804544744030295,0.3153578383190223,7,0.32804544744030295,0.3153578383190223,7
paper_baseline,24,51.0,84,80,0.32421106804399036,0.313502809665993,7,0.32421106804399036,0.313502809665993,7
paper_baseline,24,51.0,4,81,0.3260953060959553,0.3260953060959553,1,0.3260953060959553,0.3260953060959553,1
paper_baseline,24,51.0,80,1,0.32547194043137184,0.3186353183360844,8,0.32547194043137184,0.3186353183360844,8
paper_baseline,24,51.0,31,17,0.33762525268448285,0.32739442888670456,4,0.33762525268448285,0.32739442888670456,4
paper_baseline,24,51.0,75,48,0.41782583072971213,0.32973118080154296,4,0.41782583072971213,0.32973118080154296,4
paper_baseline,24,52.0,28,86,0.38379026590704884,0.32217011924853034,6,0.38379026590704884,0.32217011924853034,6
paper_baseline,24,52.0,25,33,0.33805508676273316,0.3303422599729233,3,0.33805508676273316,0.3303422599729233,3
paper_baseline,24,52.0,60,19,0.3663971027388149,0.33193440403553354,4,0.3663971027388149,0.33193440403553354,4
