method,run_id,time,source,target,ml_avg_reliability,ml_min_reliability,ml_hops,base_avg_reliability,base_min_reliability,base_hops
ours,21,122.0,74,91,0.7547717746871211,0.6954892797164643,11,0.6545831893585361,0.4870630374585654,9
ours,21,122.0,53,67,0.6695224377703437,0.4870630374585654,4,0.5538437162137424,0.4870630374585654,4
ours,21,122.0,73,99,0.74009286192129,0.6999251639342328,5,0.6413999959376447,0.5473754803735126,5
ours,21,122.0,88,95,0.7382812493899176,0.5595576070526733,5,0.6438243307375882,0.5595576070526733,5
ours,21,123.0,28,89,0.6404591427532657,0.6284035506113093,3,0.5348997105752534,0.503087690564366,3
ours,21,123.0,11,30,0.7489637197199643,0.6655173284778341,8,0.7122730197082925,0.6281711213052881,8
ours,21,123.0,46,0,0.7659449858481139,0.7235411291648123,5,0.7027318494105815,0.6655173284778341,5
ours,21,123.0,26,2,0.7413787027941634,0.732146482909995,3,0.6978207183464722,0.6909858590924571,3
ours,21,123.0,46,71,0.7474397658849973,0.7196744906528095,6,0.6494351342556225,0.5859611458216,5
ours,21,124.0,60,17,0.6883608402392063,0.6666692764491821,2,0.5803436960965849,0.5803436960965849,2
ours,21,124.0,14,7,0.7416220106943474,0.7416220106943474,2,0.7416220106943474,0.7416220106943474,2
ours,21,124.0,44,46,0.7379083510198857,0.6974599800085959,3,0.7271177212682272,0.6974599800085959,3
ours,21,124.0,99,17,0.6835310120923885,0.6253827281098474,7,0.591174018956804,0.49700448628116756,7
ours,21,124.0,37,58,0.720524141785108,0.6890161808076435,4,0.720524141785108,0.6890161808076435,4
ours,21,125.0,18,70,0.6523565701739853,0.5938582305571122,3,0.651382791927153,0.5938582305571122,3
ours,21,125.0,53,31,0.8377831585872924,0.7922925825283724,4,0.6255030094344013,0.5742194890065915,3
ours,21,125.0,26,28,0.6038915507528231,0.5742194890065915,3,0.5873119833736052,0.5742194890065915,3
ours,21,125.0,7,95,0.6799686681616729,0.6402039910464873,3,0.6371904232443334,0.5938582305571122,3
ours,21,125.0,17,15,0.6514416907610616,0.6368972656540737,5,0.6469750336480995,0.6352969435207174,5
ours,21,126.0,89,90,0.6133239026268641,0.60618662388815,4,0.4621257998482095,0.4154307103691742,3
ours,21,126.0,18,48,0.6856410349351458,0.640357683600068,2,0.6856410349351458,0.640357683600068,2
ours,21,126.0,93,3,0.6125957451901691,0.6125957451901691,1,0.6125957451901691,0.6125957451901691,1
ours,21,126.0,89,54,0.6596565775182912,0.60618662388815,5,0.499952919590853,0.4154307103691742,4
ours,21,126.0,47,6,0.7408087914293318,0.7406745757229326,2,0.7408087914293318,0.7406745757229326,2
ours,21,127.0,89,13,0.6192680788982439,0.5546689234774692,2,0.6091475400303737,0.5546689234774692,2
ours,21,127.0,84,74,0.7149279391219762,0.5730847053253683,6,0.6375175214974428,0.5730847053253683,5
ours,21,127.0,9,61,0.606892942926171,0.606892942926171,1,0.606892942926171,0.606892942926171,1
ours,21,127.0,76,20,0.5721080644165422,0.4450296999649386,5,0.5721080644165422,0.4450296999649386,5
ours,21,127.0,3,18,0.525160069217702,0.5074381172776661,3,0.45005596410489224,0.3947819596084514,3
ours,21,128.0,46,18,0.7405362149320593,0.6627775607187396,6,0.7405362149320593,0.6627775607187396,6
ours,21,128.0,10,31,0.7413917076214522,0.6325322342732119,8,0.6282276851945424,0.5457474858872958,7
ours,21,128.0,9,1,0.6428047693088873,0.5925545229471343,5,0.5521844988187932,0.4372415015152533,5
ours,21,128.0,72,53,0.7471801345837727,0.7007133121229063,5,0.7274324680303295,0.6838225511399112,5
ours,21,128.0,19,97,0.6368638283900656,0.6027503006328762,2,0.5570503174541991,0.5570503174541991,2
ours,21,129.0,23,60,0.6760542672903996,0.4689083700553649,7,0.6009041970167492,0.4394795460840497,6
ours,21,129.0,95,17,0.7344507628599188,0.6355137188767568,7,0.6569002219701987,0.5482648591495409,7
ours,21,129.0,95,67,0.6235387812157608,0.5001980871190204,3,0.6235387812157608,0.5001980871190204,3
ours,21,129.0,89,38,0.6621053374490505,0.4394795460840497,4,0.654211024935522,0.4394795460840497,4
ours,21,129.0,60,52,0.7646786495207484,0.72171701109326,5,0.759962897795601,0.72171701109326,5
ours,21,130.0,92,43,0.6995642571733873,0.5954975674505175,8,0.64171396293117,0.5749491201271443,8
ours,21,130.0,56,82,0.7563181348743875,0.697924549565635,5,0.680027140389432,0.6587464631589061,4
ours,21,130.0,36,14,0.6621357551038044,0.5954975674505175,4,0.6549337302309257,0.6041864188897235,4
ours,21,130.0,19,7,0.6092498313559731,0.6092498313559731,1,0.6092498313559731,0.6092498313559731,1
ours,21,130.0,82,4,0.6224672710817859,0.5107308005208168,3,0.6016968780475519,0.5107308005208168,3
ours,21,131.0,77,96,0.7455362950977267,0.662151257873902,10,0.550436405926683,0.4032912618251797,6
ours,21,131.0,22,64,0.6856076347790786,0.6541634869356876,5,0.6040964222207735,0.5281461277702676,5
ours,21,131.0,50,54,0.7623136325509214,0.6843045336129666,7,0.5299040240078992,0.5112024642671372,5
ours,21,131.0,87,58,0.8368892818203812,0.7579342532194491,8,0.6666267412266488,0.6004293094989464,5
ours,21,131.0,70,91,0.7614813316690426,0.7614813316690426,1,0.7614813316690426,0.7614813316690426,1
ours,21,132.0,33,73,0.6855367244966422,0.6820629609877125,3,0.6551637487774002,0.6444139334685137,3
ours,21,132.0,64,39,0.7688705284488132,0.6403910856483257,7,0.5739076969807015,0.48383572769021876,5
ours,21,132.0,90,29,0.585768324810858,0.585768324810858,2,0.585768324810858,0.585768324810858,2
ours,21,132.0,54,20,0.6569114015963333,0.6207306160486269,7,0.5501390125328701,0.42009056540643575,7
ours,21,132.0,34,11,0.7916756116642755,0.7706063858230644,7,0.7547747852472028,0.700078319627293,7
ours,21,133.0,66,48,0.7329476297832891,0.6241975161276327,7,0.5974774582571888,0.4948827039566963,6
ours,21,133.0,16,95,0.7363050656870336,0.6241975161276327,8,0.6222956379462101,0.39394479069139765,7
ours,21,133.0,27,51,0.7122061200510653,0.6117618659237487,7,0.6357158153569296,0.43037327513961887,7
ours,21,133.0,79,7,0.763461999344428,0.758755512309624,3,0.7594877156465304,0.758755512309624,3
ours,21,133.0,28,50,0.7033648612714742,0.6996631796355413,2,0.4948827039566963,0.4948827039566963,2
ours,21,134.0,23,95,0.6472254613111721,0.5170686789793434,3,0.6360047665641729,0.5170686789793434,3
ours,21,134.0,71,77,0.7601626605182275,0.6674239687503709,6,0.6237152409748812,0.5861569799848616,6
ours,21,134.0,9,88,0.6930737649325631,0.5255638295457088,6,0.5795195933387676,0.3658407320344945,5
ours,21,134.0,59,61,0.4754858970374317,0.4754858970374317,1,0.4754858970374317,0.4754858970374317,1
ours,21,134.0,40,83,0.6652267705376925,0.5907895167264827,4,0.6601732729423464,0.5907895167264827,4
ours,21,135.0,82,51,0.7156028830823562,0.562318712827248,6,0.5167914148919749,0.4000869595790706,5
ours,21,135.0,48,21,0.6368378440254009,0.4634157371791018,3,0.6025553291630685,0.4634157371791018,3
ours,21,135.0,6,47,0.8429379928890025,0.8422866741331643,3,0.8221551773808712,0.8120894290047246,3
ours,21,135.0,82,54,0.6833981816756654,0.6319505298441961,5,0.5195602748904691,0.4000869595790706,5
ours,21,135.0,24,34,0.6996565240946289,0.562318712827248,4,0.6881271845302368,0.562318712827248,4
ours,21,136.0,13,9,0.699400330149567,0.33759488866432785,6,0.5538091467949389,0.33759488866432785,4
ours,21,136.0,46,77,0.7402344866432907,0.65900355804018,7,0.6371203280828763,0.5551689750876472,6
ours,21,136.0,99,42,0.6737300377516219,0.5036225396829737,3,0.5298718992461423,0.45950241004288195,3
ours,21,136.0,3,30,0.6894758299354758,0.6520132923187287,6,0.527975481436402,0.4211517086699066,5
ours,21,136.0,36,20,0.7140190730874036,0.6632358379454414,4,0.6160101781580971,0.5130287054852429,4
ours,21,137.0,69,13,0.7766295035954618,0.6982343541117495,9,0.5410015704342319,0.4574719981483162,7
ours,21,137.0,8,27,0.6765129364988992,0.6432628019640956,5,0.5650666742287748,0.4071518667974634,5
ours,21,137.0,76,1,0.7759916053736264,0.6978864075247752,4,0.7126639090536302,0.6106399916614552,4
ours,21,137.0,96,39,0.7064948958745197,0.6749268946570783,3,0.5362818456235577,0.5362818456235577,2
ours,21,137.0,24,70,0.7511757855227759,0.7298874202932408,5,0.6985972067320352,0.633957819105073,4
ours,21,138.0,25,81,0.7257774929970718,0.6793071416067924,8,0.585705400798896,0.4542716293529001,7
ours,21,138.0,4,30,0.7142998040537194,0.5913761622677758,5,0.48982773833727317,0.4542716293529001,3
ours,21,138.0,34,10,0.7249210827067055,0.6906686219993408,2,0.7249210827067055,0.6906686219993408,2
ours,21,138.0,72,5,0.770563384431668,0.6737917534603552,11,0.7277762825587623,0.49251319321065967,11
ours,21,138.0,72,61,0.5872130022194149,0.45319764502480464,4,0.5872130022194149,0.45319764502480464,4
ours,21,139.0,5,6,0.8190505786698297,0.6690020416699152,9,0.7731642927073369,0.6161406674908879,8
ours,21,139.0,40,11,0.756706699395824,0.6161406674908879,7,0.756706699395824,0.6161406674908879,7
ours,21,139.0,39,1,0.6965987498120053,0.6161406674908879,7,0.6016329652951946,0.417354103123602,7
ours,21,139.0,45,96,0.5114888610509605,0.5114888610509605,1,0.5114888610509605,0.5114888610509605,1
ours,21,139.0,36,50,0.6314739036727754,0.5937693306298781,4,0.4310285588896748,0.34965817301957314,3
ours,21,140.0,64,24,0.6304845428706826,0.4669668350824261,6,0.593564851553026,0.4539504614104275,6
ours,21,140.0,40,96,0.6951921708010262,0.665517938310934,2,0.6951921708010262,0.665517938310934,2
ours,21,140.0,50,92,0.7040475256421143,0.6789276807833438,6,0.5302485354740499,0.3355941090483574,5
ours,21,140.0,45,16,0.6791812868250879,0.5266101155870777,6,0.5858500320958145,0.3355941090483574,5
ours,21,140.0,89,86,0.5926434292598618,0.4539504614104275,3,0.5926434292598618,0.4539504614104275,3
ours,21,141.0,12,42,0.4685960703025507,0.4685960703025507,2,0.3777616721628303,0.3777616721628303,2
ours,21,141.0,52,94,0.8275267670381421,0.7568836749920145,6,0.5795396774130531,0.42815320914995436,4
ours,21,141.0,64,12,0.6747725716721414,0.519181130687234,3,0.6747725716721414,0.519181130687234,3
ours,21,141.0,64,99,0.7512278637083112,0.6647338492952818,6,0.6065926634978935,0.4841746528849391,6
ours,21,141.0,19,3,0.5148670976685478,0.4841746528849391,2,0.5016778917860866,0.4841746528849391,2
ours,21,142.0,75,48,0.6301742916483896,0.6068796652676867,6,0.6301742916483896,0.6068796652676867,6
ours,21,142.0,61,75,0.5833770017133123,0.3580817116738819,5,0.5833770017133123,0.3580817116738819,5
