nodeA,nodeB,distance,time,link_status
35,46,36.6541,19,1
35,47,47.286,19,1
35,48,66.3897,19,1
35,49,82.1725,19,1
36,37,12.3937,19,1
36,38,35.5108,19,1
36,39,49.9815,19,1
36,40,118.95,19,0
36,41,105.369,19,0
36,42,88.7284,19,1
36,43,70.7661,19,1
36,44,47.4931,19,1
36,45,28.2102,19,1
36,46,20.3725,19,1
36,47,14.8486,19,1
36,48,33.2246,19,1
36,49,49.0022,19,1
37,38,23.1237,19,1
37,39,37.5953,19,1
37,40,130.931,19,0
37,41,117.55,19,0
37,42,101.018,19,0
37,43,83.0446,19,1
37,44,59.8725,19,1
37,45,40.5951,19,1
37,46,29.6494,19,1
37,47,12.3372,19,1
37,48,24.1678,19,1
37,49,38.3071,19,1
38,39,14.6649,19,1
38,40,153.64,19,0
38,41,140.497,19,0
38,42,124.08,19,0
38,43,106.102,19,0
38,44,82.9962,19,1
38,45,63.6808,19,1
38,46,50.3509,19,1
38,47,28.7026,19,1
38,48,20.0092,19,1
38,49,22.5143,19,1
39,40,167.333,19,0
39,41,154.483,19,0
39,42,138.256,19,0
39,43,120.284,19,0
39,44,97.3887,19,1
39,45,78.1896,19,1
39,46,64.9077,19,1
39,47,43.127,19,1
39,48,30.7441,19,1
39,49,24.1234,19,1
40,41,15.9923,19,1
40,42,33.1779,19,1
40,43,49.5041,19,1
40,44,73.303,19,1
40,45,92.5641,19,1
40,46,112.783,19,0
40,47,131.063,19,0
40,48,150.666,19,0
40,49,167.326,19,0
41,42,17.5572,19,1
41,43,34.8544,19,1
41,44,58.7454,19,1
41,45,78.2692,19,1
41,46,97.9254,19,1
41,47,116.877,19,0
41,48,136.41,19,0
41,49,153.194,19,0
42,43,17.9781,19,1
42,44,41.5988,19,1
42,45,61.2096,19,1
42,46,80.4971,19,1
42,47,99.7821,19,1
42,48,119.246,19,0
42,49,136.084,19,0
43,44,23.9029,19,1
43,45,43.4194,19,1
43,46,63.2828,19,1
43,47,82.0271,19,1
43,48,101.556,19,0
43,49,118.345,19,0
44,45,19.6206,19,1
44,46,39.5577,19,1
44,47,58.1861,19,1
44,48,77.6784,19,1
44,49,94.4946,19,1
45,46,21.5392,19,1
45,47,38.6079,19,1
45,48,58.1555,19,1
45,49,74.9255,19,1
46,47,21.8865,19,1
46,48,39.8089,19,1
46,49,56.6868,19,1
47,48,19.6164,19,1
47,49,36.3176,19,1
48,49,16.9196,19,1
0,1,15.0351,20,1
0,2,40.1904,20,1
0,3,58.6181,20,1
0,4,72.3475,20,1
0,5,99.9817,20,1
0,6,114.449,20,0
0,7,128.21,20,0
0,8,166.78,20,0
0,9,177.696,20,0
0,10,1.12592,20,1
0,11,26.0428,20,1
0,12,36.5119,20,1
0,13,54.4439,20,1
0,14,72.2845,20,1
0,15,93.8118,20,1
0,16,126.657,20,0
0,17,135.414,20,0
0,18,157.243,20,0
0,19,174.289,20,0
0,20,29.6614,20,1
0,21,22.0734,20,1
0,22,40.5959,20,1
0,23,66.1869,20,1
0,24,83.1207,20,1
0,25,104.034,20,0
0,26,121.883,20,0
0,27,141.248,20,0
0,28,159.87,20,0
0,29,190.641,20,0
0,30,48.9631,20,1
0,31,44.7373,20,1
0,32,69.5679,20,1
0,33,71.3312,20,1
0,34,84.2107,20,1
0,35,101.87,20,0
0,36,133.241,20,0
0,37,144.349,20,0
0,38,164.208,20,0
0,39,172.743,20,0
0,40,60.0697,20,1
0,41,69.4243,20,1
0,42,79.2378,20,1
0,43,85.4982,20,1
0,44,101.389,20,0
0,45,116.014,20,0
0,46,136.534,20,0
0,47,147.635,20,0
0,48,167.227,20,0
0,49,180.543,20,0
1,2,27.9718,20,1
1,3,47.9359,20,1
1,4,60.8509,20,1
1,5,89.9705,20,1
1,6,103.588,20,0
1,7,117.204,20,0
1,8,155.98,20,0
1,9,166.843,20,0
1,10,14.6249,20,1
1,11,25.4498,20,1
1,12,26.3368,20,1
1,13,45.7778,20,1
1,14,64.7822,20,1
1,15,84.7748,20,1
1,16,117.448,20,0
1,17,125.144,20,0
1,18,147.745,20,0
1,19,165.136,20,0
1,20,42.1171,20,1
1,21,32.3006,20,1
1,22,41.9538,20,1
1,23,61.4191,20,1
1,24,77.4787,20,1
1,25,96.7652,20,1
1,26,115.106,20,0
1,27,133.855,20,0
1,28,152.074,20,0
1,29,182.302,20,0
1,30,60.3841,20,1
1,31,52.9348,20,1
1,32,72.418,20,1
1,33,71.9659,20,1
1,34,82.8298,20,1
1,35,98.4159,20,1
1,36,128.846,20,0
1,37,139.128,20,0
1,38,157.565,20,0
1,39,165.408,20,0
1,40,71.0117,20,1
1,41,78.2099,20,1
1,42,85.2973,20,1
1,43,88.7604,20,1
1,44,101.656,20,0
1,45,114.206,20,0
1,46,134.574,20,0
1,47,143.392,20,0
1,48,162.232,20,0
1,49,175.018,20,0
2,3,20.4465,20,1
2,4,32.8826,20,1
2,5,62.383,20,1
2,6,75.6591,20,1
2,7,89.2461,20,1
2,8,128.033,20,0
2,9,138.887,20,0
2,10,39.3069,20,1
2,11,27.19,20,1
2,12,7.13489,20,1
2,13,21.1488,20,1
2,14,40.1918,20,1
2,15,57.8933,20,1
2,16,90.1781,20,1
2,17,97.3406,20,1
2,18,120.218,20,0
2,19,137.749,20,0
2,20,57.4298,20,1
2,21,46.1907,20,1
2,22,37.8222,20,1
2,23,41.3965,20,1
2,24,54.7884,20,1
2,25,71.3796,20,1
2,26,89.9449,20,1
2,27,107.889,20,0
2,28,125.649,20,0
2,29,155.369,20,0
2,30,71.0193,20,1
2,31,58.2702,20,1
2,32,64.715,20,1
2,33,60.2413,20,1
2,34,66.5439,20,1
2,35,77.9602,20,1
2,36,106.275,20,0
2,37,115.386,20,0
2,38,132.129,20,0
2,39,139.3,20,0
2,40,79.521,20,1
2,41,81.4544,20,1
2,42,82.4315,20,1
2,43,80.2772,20,1
2,44,87.0105,20,1
2,45,95.6685,20,1
2,46,115.256,20,0
2,47,120.784,20,0
2,48,138.502,20,0
2,49,150.602,20,0
3,4,14.1938,20,1
3,5,42.0499,20,1
3,6,55.8895,20,1
3,7,69.6201,20,1
3,8,108.283,20,0
3,9,119.182,20,0
3,10,57.6202,20,1
3,11,38.9037,20,1
3,12,22.1317,20,1
3,13,9.58128,20,1
3,14,22.2193,20,1
3,15,37.4938,20,1
3,16,69.743,20,1
3,17,77.2296,20,1
3,18,99.8661,20,1
3,19,117.348,20,0
3,20,69.8042,20,1
3,21,59.1406,20,1
3,22,41.7111,20,1
3,23,28.9513,20,1
3,24,37.7853,20,1
3,25,51.6405,20,1
3,26,70.1911,20,1
3,27,87.6916,20,1
3,28,105.286,20,0
3,29,134.924,20,0
3,30,79.4065,20,1
3,31,64.5654,20,1
3,32,60.5756,20,1
3,33,53.2156,20,1
3,34,54.7779,20,1
3,35,61.8804,20,1
3,36,87.9994,20,1
3,37,96.2887,20,1
3,38,112.095,20,0
3,39,119.013,20,0
3,40,85.8819,20,1
3,41,84.0478,20,1
3,42,80.4705,20,1
3,43,74.0882,20,1
3,44,75.3842,20,1
3,45,80.5746,20,1
3,46,99.1487,20,1
3,47,102.347,20,0
3,48,119.292,20,0
3,49,130.993,20,0
4,5,30.5817,20,1
4,6,42.832,20,1
4,7,56.369,20,1
4,8,95.1629,20,1
4,9,106.009,20,0
4,10,71.3798,20,1
4,11,53.0701,20,1
4,12,35.874,20,1
4,13,22.1477,20,1
4,14,23.418,20,1
4,15,28.5975,20,1
4,16,58.7049,20,1
4,17,64.7221,20,1
4,18,88.0373,20,1
4,19,105.752,20,0
4,20,83.8703,20,1
4,21,73.2866,20,1
4,22,54.6985,20,1
4,23,35.3035,20,1
4,24,37.7103,20,1
4,25,45.057,20,1
4,26,62.9662,20,1
4,27,78.7441,20,1
4,28,95.3908,20,1
4,29,124.048,20,0
4,30,92.7545,20,1
4,31,77.5832,20,1
4,32,69.6881,20,1
4,33,61.036,20,1
4,34,59.0404,20,1
4,35,61.2749,20,1
4,36,83.4304,20,1
4,37,90.1036,20,1
4,38,103.509,20,0
4,39,109.448,20,0
4,40,98.6439,20,1
4,41,95.5744,20,1
4,42,90.083,20,1
4,43,81.5352,20,1
4,44,78.8176,20,1
4,45,80.4431,20,1
4,46,97.3972,20,1
4,47,97.269,20,1
4,48,112.627,20,0
4,49,123.395,20,0
5,6,16.1714,20,1
5,7,29.5041,20,1
5,8,67.0732,20,1
5,9,77.9985,20,1
5,10,98.9362,20,1
5,11,77.401,20,1
5,12,63.895,20,1
5,13,45.7113,20,1
5,14,31.2755,20,1
5,15,9.58162,20,1
5,16,28.1236,20,1
5,17,35.4416,20,1
5,18,57.8347,20,1
5,19,75.4021,20,1
5,20,106.034,20,0
5,21,96.5985,20,1
5,22,73.4705,20,1
5,23,44.2828,20,1
5,24,33.2891,20,1
5,25,22.4747,20,1
5,26,36.2821,20,1
5,27,49.1551,20,1
5,28,65.0123,20,1
5,29,93.4765,20,1
5,30,110.596,20,0
5,31,94.8016,20,1
5,32,76.7098,20,1
5,33,66.2674,20,1
5,34,56.8914,20,1
5,35,48.2062,20,1
5,36,59.9143,20,1
5,37,63.6587,20,1
5,38,73.9517,20,1
5,39,79.1806,20,1
5,40,113.941,20,0
5,41,106.947,20,0
5,42,96.4941,20,1
5,43,83.3468,20,1
5,44,71.8776,20,1
5,45,65.7511,20,1
5,46,78.2003,20,1
5,47,72.2623,20,1
5,48,84.9966,20,1
5,49,94.5824,20,1
6,7,13.7972,20,1
6,8,52.4084,20,1
6,9,63.2971,20,1
6,10,113.434,20,0
6,11,92.7553,20,1
6,12,78.0158,20,1
6,13,60.7656,20,1
6,14,47.4001,20,1
6,15,25.4149,20,1
6,16,21.4627,20,1
6,17,22.2762,20,1
6,18,46.3276,20,1
6,19,64.1873,20,1
6,20,121.881,20,0
6,21,112.245,20,0
6,22,89.5168,20,1
6,23,60.4418,20,1
6,24,48.6333,20,1
6,25,32.6704,20,1
6,26,39.5457,20,1
6,27,45.7613,20,1
6,28,58.0466,20,1
6,29,83.5563,20,1
6,30,126.757,20,0
6,31,110.963,20,0
6,32,92.3992,20,1
6,33,81.8764,20,1
6,34,71.4902,20,1
6,35,59.9256,20,1
6,36,64.2438,20,1
6,37,64.6664,20,1
6,38,69.3907,20,1
6,39,72.3345,20,1
6,40,130.09,20,0
6,41,122.884,20,0
6,42,111.91,20,0
6,43,98.1224,20,1
6,44,84.6549,20,1
6,45,75.6367,20,1
6,46,84.9113,20,1
6,47,74.4517,20,1
6,48,83.5292,20,1
6,49,90.9881,20,1
7,8,38.8004,20,1
7,9,49.6405,20,1
7,10,127.199,20,0
7,11,106.529,20,0
7,12,91.7517,20,1
7,13,74.5571,20,1
7,14,60.7436,20,1
7,15,38.1956,20,1
7,16,19.7948,20,1
7,17,11.5739,20,1
7,18,35.2289,20,1
7,19,52.8143,20,1
7,20,135.506,20,0
7,21,125.958,20,0
7,22,102.968,20,0
7,23,73.4023,20,1
7,24,60.4134,20,1
7,25,41.4904,20,1
7,26,42.601,20,1
7,27,42.4138,20,1
7,28,50.5655,20,1
7,29,72.8722,20,1
7,30,139.924,20,0
7,31,124.13,20,0
7,32,104.24,20,0
7,33,93.6494,20,1
7,34,82.1508,20,1
7,35,68.2123,20,1
7,36,66.2596,20,1
7,37,63.8569,20,1
7,38,63.5488,20,1
7,39,64.4164,20,1
7,40,142.884,20,0
7,41,135.077,20,0
7,42,123.267,20,0
7,43,108.732,20,0
7,44,93.3317,20,1
7,45,81.9025,20,1
7,46,88.2043,20,1
7,47,74.2249,20,1
7,48,79.878,20,1
7,49,85.3422,20,1
8,9,10.9276,20,1
8,10,165.755,20,0
8,11,144.457,20,0
8,12,130.399,20,0
8,13,112.747,20,0
8,14,97.4701,20,1
8,15,74.5627,20,1
8,16,44.1092,20,1
8,17,31.9345,20,1
8,18,20.4547,20,1
8,19,25.6554,20,1
8,20,172.542,20,0
8,21,163.452,20,0
8,22,139.505,20,0
8,23,108.935,20,0
8,24,93.8464,20,1
8,25,71.6992,20,1
8,26,62.8561,20,1
8,27,48.8524,20,1
8,28,40.8858,20,1
8,29,44.6643,20,1
8,30,175.242,20,0
8,31,159.564,20,0
8,32,136.285,20,0
8,33,125.8,20,0
8,34,112.15,20,0
8,35,94.1101,20,1
8,36,78.6904,20,1
8,37,69.8024,20,1
8,38,55.0875,20,1
8,39,48.6091,20,1
8,40,176.995,20,0
8,41,167.514,20,0
8,42,153.641,20,0
8,43,137.583,20,0
8,44,118.227,20,0
8,45,102.094,20,0
8,46,100.685,20,0
8,47,79.6615,20,1
8,48,74.8095,20,1
8,49,73.3016,20,1
9,10,176.672,20,0
9,11,155.377,20,0
9,12,141.303,20,0
9,13,123.674,20,0
9,14,108.335,20,0
9,15,85.4361,20,1
9,16,54.5856,20,1
9,17,42.8015,20,1
9,18,28.0323,20,1
9,19,26.0629,20,1
9,20,183.391,20,0
9,21,174.343,20,0
9,22,150.319,20,0
9,23,119.682,20,0
9,24,104.413,20,0
9,25,82.0802,20,1
9,26,72.2217,20,1
9,27,56.7153,20,1
9,28,45.7076,20,1
9,29,41.5783,20,1
9,30,185.886,20,0
9,31,170.237,20,0
9,32,146.527,20,0
9,33,136.089,20,0
9,34,122.188,20,0
9,35,103.686,20,0
9,36,86.2559,20,1
9,37,76.3566,20,1
9,38,58.8621,20,1
9,39,50.5497,20,1
9,40,187.467,20,0
9,41,177.744,20,0
9,42,163.571,20,0
9,43,147.32,20,0
9,44,127.412,20,0
9,45,110.624,20,0
9,46,107.736,20,0
9,47,85.7232,20,1
9,48,78.4143,20,1
9,49,74.8871,20,1
10,11,24.9201,20,1
10,12,35.528,20,1
10,13,53.3779,20,1
10,14,71.1831,20,1
10,15,92.7377,20,1
10,16,125.582,20,0
10,17,134.371,20,0
10,18,156.172,20,0
10,19,173.207,20,0
10,20,29.3306,20,1
10,21,21.4178,20,1
10,22,39.5267,20,1
10,23,65.0613,20,1
10,24,81.997,20,1
10,25,102.923,20,0
10,26,120.764,20,0
10,27,140.136,20,0
10,28,158.762,20,0
10,29,189.541,20,0
10,30,48.5411,20,1
10,31,44.0018,20,1
10,32,68.5784,20,1
10,33,70.2727,20,1
10,34,83.114,20,1
10,35,100.75,20,0
10,36,132.117,20,0
10,37,143.223,20,0
10,38,163.087,20,0
10,39,171.628,20,0
10,40,59.609,20,1
10,41,68.7724,20,1
10,42,78.4081,20,1
10,43,84.5353,20,1
10,44,100.333,20,0
10,45,114.916,20,0
10,46,135.436,20,0
10,47,146.512,20,0
10,48,166.102,20,0
10,49,179.417,20,0
11,12,20.3644,20,1
11,13,32.0751,20,1
11,14,47.8156,20,1
11,15,70.2516,20,1
11,16,102.847,20,0
11,17,112.666,20,0
11,18,133.495,20,0
11,19,150.147,20,0
11,20,31.1438,20,1
11,21,20.257,20,1
11,22,16.5094,20,1
11,23,40.353,20,1
11,24,57.4283,20,1
11,25,78.9426,20,1
11,26,96.4318,20,1
11,27,116.023,20,0
11,28,134.806,20,0
11,29,165.83,20,0
11,30,43.851,20,1
11,31,31.8618,20,1
11,32,46.9929,20,1
11,33,46.7592,20,1
11,34,58.6036,20,1
11,35,75.8424,20,1
11,36,107.203,20,0
11,37,118.384,20,0
11,38,138.587,20,0
11,39,147.4,20,0
11,40,52.6776,20,1
11,41,56.3318,20,1
11,42,60.8674,20,1
11,43,63.345,20,1
11,44,76.6744,20,1
11,45,90.3404,20,1
11,46,110.844,20,0
11,47,121.592,20,0
11,48,141.22,20,0
11,49,154.601,20,0
12,13,19.5664,20,1
12,14,38.789,20,1
12,15,58.4514,20,1
12,16,91.1728,20,1
12,17,99.2303,20,1
12,18,121.554,20,0
12,19,138.875,20,0
12,20,51.0764,20,1
12,21,39.8979,20,1
12,22,30.7756,20,1
12,23,37.6399,20,1
12,24,52.3974,20,1
12,25,70.6526,20,1
12,26,89.0987,20,1
12,27,107.633,20,0
12,28,125.771,20,0
12,29,155.966,20,0
12,30,64.0809,20,1
12,31,51.1601,20,1
12,32,58.3165,20,1
12,33,54.446,20,1
12,34,61.8789,20,1
12,35,74.7469,20,1
12,36,104.056,20,0
12,37,113.757,20,0
12,38,131.511,20,0
12,39,139.169,20,0
12,40,72.447,20,1
12,41,74.3376,20,1
12,42,75.6267,20,1
12,43,74.1065,20,1
12,44,82.0738,20,1
12,45,91.8681,20,1
12,46,111.785,20,0
12,47,118.614,20,0
12,48,136.899,20,0
12,49,149.378,20,0
13,14,19.2935,20,1
13,15,39.3987,20,1
13,16,72.2438,20,1
13,17,81.1391,20,1
13,18,102.804,20,0
13,19,119.918,20,0
13,20,62.2072,20,1
13,21,51.9589,20,1
13,22,32.611,20,1
13,23,21.4265,20,1
13,24,33.642,20,1
13,25,51.0864,20,1
13,26,69.5442,20,1
13,27,88.0911,20,1
13,28,106.307,20,0
13,29,136.667,20,0
13,30,70.6113,20,1
13,31,55.51,20,1
13,32,51.2231,20,1
13,33,44.2811,20,1
13,34,47.3598,20,1
13,35,57.0073,20,1
13,36,85.1513,20,1
13,37,94.4608,20,1
13,38,111.946,20,0
13,39,119.638,20,0
13,40,76.6946,20,1
13,41,74.5089,20,1
13,42,70.9815,20,1
13,43,65.1292,20,1
13,44,68.0528,20,1
13,45,75.0668,20,1
13,46,94.3722,20,1
13,47,99.6739,20,1
13,48,117.599,20,0
13,49,129.925,20,0
14,15,22.9142,20,1
14,16,55.0787,20,1
14,17,65.5374,20,1
14,18,85.7097,20,1
14,19,102.342,20,0
14,20,75.0845,20,1
14,21,66.0826,20,1
14,22,42.2471,20,1
14,23,14.0047,20,1
14,24,15.6101,20,1
14,25,32.0004,20,1
14,26,50.339,20,1
14,27,69.1802,20,1
14,28,87.6422,20,1
14,29,118.359,20,0
14,30,79.3847,20,1
14,31,63.5994,20,1
14,32,48.7515,20,1
14,33,39.1568,20,1
14,34,35.636,20,1
14,35,39.7637,20,1
14,36,66.209,20,1
14,37,75.214,20,1
14,38,92.7872,20,1
14,39,100.738,20,0
14,40,83.1484,20,1
14,41,77.334,20,1
14,42,69.2145,20,1
14,43,58.996,20,1
14,44,55.4652,20,1
14,45,58.6434,20,1
14,46,76.9519,20,1
14,47,80.6724,20,1
14,48,98.3432,20,1
14,49,110.632,20,0
15,16,32.8476,20,1
15,17,42.6348,20,1
15,18,63.4447,20,1
15,19,80.5231,20,1
15,20,97.9987,20,1
15,21,88.9236,20,1
15,22,65.0887,20,1
15,23,35.2077,20,1
15,24,23.7278,20,1
15,25,17.306,20,1
15,26,34.4527,20,1
15,27,50.4563,20,1
15,28,67.7988,20,1
15,29,97.5648,20,1
15,30,101.743,20,0
15,31,85.9515,20,1
15,32,67.1524,20,1
15,33,56.6952,20,1
15,34,47.4691,20,1
15,35,40.2548,20,1
15,36,56.1487,20,1
15,37,61.7827,20,1
15,38,75.1087,20,1
15,39,81.591,20,1
15,40,104.764,20,0
15,41,97.488,20,1
15,42,86.9126,20,1
15,43,73.8437,20,1
15,44,63.1217,20,1
15,45,58.5532,20,1
15,46,72.6281,20,1
15,47,69.4561,20,1
15,48,84.104,20,1
15,49,94.8053,20,1
16,17,14.2895,20,1
16,18,30.6527,20,1
16,19,47.7053,20,1
16,20,129.585,20,0
16,21,121.026,20,0
16,22,96.345,20,1
16,23,65.4528,20,1
16,24,49.8394,20,1
16,25,27.6104,20,1
16,26,23.2763,20,1
16,27,24.3671,20,1
16,28,37.4223,20,1
16,29,65.3629,20,1
16,30,131.353,20,0
16,31,115.749,20,0
16,32,92.2515,20,1
16,33,81.7354,20,1
16,34,68.427,20,1
16,35,51.7621,20,1
16,36,46.4745,20,1
16,37,44.5,20,1
16,38,48.0187,20,1
16,39,51.7302,20,1
16,40,132.901,20,0
16,41,123.476,20,0
16,42,110.002,20,0
16,43,94.3757,20,1
16,44,76.7218,20,1
16,45,63.4482,20,1
16,46,68.5204,20,1
16,47,54.7238,20,1
16,48,62.2238,20,1
16,49,69.5467,20,1
17,18,24.2176,20,1
17,19,42.0334,20,1
17,20,140.608,20,0
17,21,131.546,20,0
17,22,107.586,20,0
17,23,77.1087,20,1
17,24,62.4534,20,1
17,25,41.1115,20,1
17,26,37.1186,20,1
17,27,32.5801,20,1
17,28,39.076,20,1
17,29,61.757,20,1
17,30,143.556,20,0
17,31,127.835,20,0
17,32,105.617,20,0
17,33,95.0431,20,1
17,34,82.2235,20,1
17,35,66.021,20,1
17,36,58.9644,20,1
17,37,54.8305,20,1
17,38,52.3382,20,1
17,39,52.8551,20,1
17,40,145.662,20,0
17,41,136.785,20,0
17,42,123.775,20,0
17,43,108.381,20,0
17,44,91.007,20,1
17,45,77.5231,20,1
17,46,81.38,20,1
17,47,65.3472,20,1
17,48,69.2778,20,1
17,49,74.0887,20,1
18,19,17.8607,20,1
18,20,159.932,20,0
18,21,151.559,20,0
18,22,126.657,20,0
18,23,95.6723,20,1
18,24,79.4703,20,1
18,25,56.6584,20,1
18,26,44.7111,20,1
18,27,28.7411,20,1
18,28,21.6463,20,1
18,29,37.6434,20,1
18,30,160.845,20,0
18,31,145.41,20,0
18,32,120.131,20,0
18,33,109.863,20,0
18,34,95.4102,20,1
18,35,76.2439,20,1
18,36,58.4602,20,1
18,37,49.3483,20,1
18,38,36.3164,20,1
18,39,32.4777,20,1
18,40,161.664,20,0
18,41,151.233,20,0
18,42,136.474,20,0
18,43,119.964,20,0
18,44,99.5727,20,1
18,45,82.5928,20,1
18,46,80.2976,20,1
18,47,59.2501,20,1
18,48,55.7663,20,1
18,49,56.4185,20,1
19,20,175.765,20,0
19,21,167.765,20,0
19,22,142.518,20,0
19,23,111.541,20,0
19,24,94.8924,20,1
19,25,72.0911,20,1
19,26,57.6955,20,1
19,27,38.6736,20,1
19,28,22.485,20,1
19,29,20.5319,20,1
19,30,175.611,20,0
19,31,160.413,20,0
19,32,133.742,20,0
19,33,123.766,20,0
19,34,108.715,20,0
19,35,88.5591,20,1
19,36,65.6919,20,1
19,37,54.1312,20,1
19,38,33.6489,20,1
19,39,24.5236,20,1
19,40,175.726,20,0
19,41,164.502,20,0
19,42,148.894,20,0
19,43,131.969,20,0
19,44,110.264,20,0
19,45,91.7903,20,1
19,46,85.6462,20,1
19,47,62.4478,20,1
19,48,52.8089,20,1
19,49,48.8433,20,1
20,21,11.2502,20,1
20,22,33.2774,20,1
20,23,64.2759,20,1
20,24,80.9236,20,1
20,25,103.676,20,0
20,26,119.552,20,0
20,27,139.53,20,0
20,28,158.521,20,0
20,29,189.89,20,0
20,30,19.532,20,1
20,31,21.0268,20,1
20,32,52.258,20,1
20,33,58.0445,20,1
20,34,73.4173,20,1
20,35,93.771,20,1
20,36,125.501,20,0
20,37,137.911,20,0
20,38,160.216,20,0
20,39,170.068,20,0
20,40,30.7846,20,1
20,41,42.1259,20,1
20,42,55.4266,20,1
20,43,65.9763,20,1
20,44,86.2221,20,1
20,45,103.95,20,0
20,46,123.959,20,0
20,47,139.119,20,0
20,48,159.718,20,0
20,49,173.833,20,0
21,22,25.8908,20,1
21,23,56.3522,20,1
21,24,73.3784,20,1
21,25,95.8344,20,1
21,26,112.414,20,0
21,27,132.315,20,0
21,28,151.273,20,0
21,29,182.56,20,0
21,30,28.0884,20,1
21,31,22.7998,20,1
21,32,50.4149,20,1
21,33,54.289,20,1
21,34,68.8443,20,1
21,35,88.3866,20,1
21,36,120.225,20,0
21,37,132.232,20,0
21,38,153.802,20,0
21,39,163.266,20,0
21,40,38.772,20,1
21,41,47.3564,20,1
21,42,57.7178,20,1
21,43,65.5866,20,1
21,44,83.7566,20,1
21,45,100.238,20,0
21,46,120.59,20,0
21,47,134.201,20,0
21,48,154.512,20,0
21,49,168.388,20,0
22,23,31,20,1
22,24,47.7627,20,1
22,25,70.4401,20,1
22,26,86.6503,20,1
22,27,106.591,20,0
22,28,125.57,20,0
22,29,156.902,20,0
22,30,38.1595,20,1
22,31,22.899,20,1
22,32,30.4895,20,1
22,33,30.779,20,1
22,34,43.9162,20,1
22,35,62.7505,20,1
22,36,94.5513,20,1
22,37,106.419,20,0
22,38,127.914,20,0
22,39,137.43,20,0
22,40,44.1738,20,1
22,41,43.8235,20,1
22,42,45.3893,20,1
22,43,46.8446,20,1
22,44,60.8396,20,1
22,45,75.6795,20,1
22,46,96.1827,20,1
22,47,108.656,20,0
22,48,128.82,20,0
22,49,142.61,20,0
23,24,17.16,20,1
23,25,39.502,20,1
23,26,56.2896,20,1
23,27,76.0797,20,1
23,28,94.9964,20,1
23,29,126.236,20,0
23,30,66.5825,20,1
23,31,50.8078,20,1
23,32,34.9306,20,1
23,33,25.7706,20,1
23,34,25.9798,20,1
23,35,37.2045,20,1
23,36,67.4902,20,1
23,37,78.2126,20,1
23,38,98.2663,20,1
23,39,107.268,20,0
23,40,69.6622,20,1
23,41,63.369,20,1
23,42,55.4252,20,1
23,43,46.2522,20,1
23,44,46.6689,20,1
23,45,54.3192,20,1
23,46,74.1457,20,1
23,47,82.0141,20,1
23,48,101.184,20,0
23,49,114.372,20,0
24,25,22.8485,20,1
24,26,39.1325,20,1
24,27,58.9566,20,1
24,28,77.899,20,1
24,29,109.185,20,0
24,30,81.5338,20,1
24,31,65.9864,20,1
24,32,43.8529,20,1
24,33,33.285,20,1
24,34,24.0966,20,1
24,35,24.1597,20,1
24,36,51.6601,20,1
24,37,61.6555,20,1
24,38,81.1586,20,1
24,39,90.108,20,1
24,40,83.2167,20,1
24,41,74.6907,20,1
24,42,63.2946,20,1
24,43,50.1769,20,1
24,44,41.8989,20,1
24,45,43.1213,20,1
24,46,61.3634,20,1
24,47,66.2167,20,1
24,48,84.7528,20,1
24,49,97.653,20,1
25,26,18.5725,20,1
25,27,37.2266,20,1
25,28,55.8773,20,1
25,29,86.9159,20,1
25,30,104.215,20,0
25,31,88.7522,20,1
25,32,64.6507,20,1
25,33,54.126,20,1
25,34,41.1524,20,1
25,35,27.2631,20,1
25,36,38.8497,20,1
25,37,45.0986,20,1
25,38,60.8631,20,1
25,39,68.7666,20,1
25,40,105.403,20,0
25,41,95.8703,20,1
25,42,82.6731,20,1
25,43,67.5089,20,1
25,44,52.1459,20,1
25,45,43.5957,20,1
25,46,55.8556,20,1
25,47,52.3111,20,1
25,48,67.8522,20,1
25,49,79.3528,20,1
26,27,19.9833,20,1
26,28,38.9715,20,1
26,29,70.3494,20,1
26,30,118.16,20,0
26,31,103.176,20,0
26,32,76.0599,20,1
26,33,66.0773,20,1
26,34,51.0757,20,1
26,35,31.5348,20,1
26,36,24.7089,20,1
26,37,27.4917,20,1
26,38,42.4647,20,1
26,39,50.9856,20,1
26,40,118.036,20,0
26,41,106.93,20,0
26,42,91.8099,20,1
26,43,75.2531,20,1
26,44,55.3816,20,1
26,45,40.4633,20,1
26,46,45.7885,20,1
26,47,36.0314,20,1
26,48,49.6632,20,1
26,49,60.8132,20,1
27,28,18.9904,20,1
27,29,50.3662,20,1
27,30,137.973,20,0
27,31,123.082,20,0
27,32,95.4168,20,1
27,33,85.6503,20,1
27,34,70.3382,20,1
27,35,49.9382,20,1
27,36,29.8481,20,1
27,37,22.6232,20,1
27,38,24.8173,20,1
27,39,31.5602,20,1
27,40,137.543,20,0
27,41,125.978,20,0
27,42,110.227,20,0
27,43,93.2975,20,1
27,44,71.8264,20,1
27,45,54.0808,20,1
27,46,52.0498,20,1
27,47,33.1472,20,1
27,48,37.8758,20,1
27,49,45.6598,20,1
28,29,31.3813,20,1
28,30,156.797,20,0
28,31,141.989,20,0
28,32,113.935,20,0
28,33,104.333,20,0
28,34,88.8641,20,1
28,35,68.1625,20,1
28,36,43.3329,20,1
28,37,31.658,20,1
28,38,14.6897,20,1
28,39,14.3215,20,1
28,40,156.119,20,0
28,41,144.214,20,0
28,42,128.039,20,0
28,43,110.93,20,0
28,44,88.6459,20,1
28,45,69.7206,20,1
